Num_Acc,col,grav
201600004870,Deux véhicules - par l'arrière,Indemne
201600004870,Deux véhicules - par l'arrière,Indemne
201600004870,Deux véhicules - par l'arrière,Indemne
201600004870,Deux véhicules - par l'arrière,Blessé léger
201600004871,Autre collision,Indemne
201600004871,Autre collision,Indemne
201600004871,Autre collision,Indemne
201600004871,Autre collision,Blessé hospitalisé
201600004872,Autre collision,Blessé hospitalisé
201600004873,Deux véhicules - frontale,Blessé léger
201600004873,Deux véhicules - frontale,Blessé léger
201600004874,Autre collision,Blessé hospitalisé
201600004875,Autre collision,Indemne
201600004875,Autre collision,Indemne
201600004875,Autre collision,Blessé léger
201600004876,Deux véhicules - par le côté,Indemne
201600004876,Deux véhicules - par le côté,Blessé hospitalisé
201600004877,Sans collision,Blessé hospitalisé
201600004878,Sans collision,Tué
201600004878,Sans collision,Blessé hospitalisé
201600004879,Autre collision,Indemne
201600004879,Autre collision,Blessé hospitalisé
201600004880,Deux véhicules - par le côté,Blessé hospitalisé
201600004880,Deux véhicules - par le côté,Blessé léger
201600004881,Deux véhicules - par le côté,Indemne
201600004881,Deux véhicules - par le côté,Blessé hospitalisé
201600004881,Deux véhicules - par le côté,Blessé hospitalisé
201600004882,Deux véhicules - par le côté,Indemne
201600004882,Deux véhicules - par le côté,Blessé hospitalisé
201600004882,Deux véhicules - par le côté,Blessé léger
201600004883,Trois véhicules et plus - en chaîne,Indemne
201600004883,Trois véhicules et plus - en chaîne,Indemne
201600004883,Trois véhicules et plus - en chaîne,Indemne
201600004883,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600004884,Deux véhicules - par le côté,Indemne
201600004884,Deux véhicules - par le côté,Indemne
201600004884,Deux véhicules - par le côté,Blessé léger
201600004885,Deux véhicules - frontale,Blessé hospitalisé
201600004885,Deux véhicules - frontale,Blessé hospitalisé
201600004886,Deux véhicules - par le côté,Blessé hospitalisé
201600004886,Deux véhicules - par le côté,Indemne
201600004887,Sans collision,Blessé hospitalisé
201600004887,Sans collision,Blessé hospitalisé
201600004888,Deux véhicules - par l'arrière,Blessé léger
201600004888,Deux véhicules - par l'arrière,Indemne
201600004889,Autre collision,Indemne
201600004889,Autre collision,Blessé hospitalisé
201600004890,Autre collision,Indemne
201600004890,Autre collision,Blessé hospitalisé
201600004891,Deux véhicules - frontale,Blessé hospitalisé
201600004891,Deux véhicules - frontale,Indemne
201600004892,Deux véhicules - par le côté,Blessé léger
201600004892,Deux véhicules - par le côté,Blessé léger
201600004893,Deux véhicules - frontale,Indemne
201600004893,Deux véhicules - frontale,Blessé léger
201600004894,Sans collision,Indemne
201600004894,Sans collision,Blessé hospitalisé
201600004895,Autre collision,Blessé hospitalisé
201600004896,Sans collision,Blessé hospitalisé
201600004896,Sans collision,Blessé hospitalisé
201600004897,Sans collision,Blessé hospitalisé
201600004898,Autre collision,Blessé hospitalisé
201600004899,Deux véhicules - frontale,Blessé hospitalisé
201600004899,Deux véhicules - frontale,Blessé hospitalisé
201600004899,Deux véhicules - frontale,Blessé hospitalisé
201600004900,Deux véhicules - par le côté,Indemne
201600004900,Deux véhicules - par le côté,Blessé léger
201600004901,Deux véhicules - frontale,Blessé hospitalisé
201600004901,Deux véhicules - frontale,Blessé hospitalisé
201600004902,Sans collision,Blessé hospitalisé
201600004903,Deux véhicules - par le côté,Indemne
201600004903,Deux véhicules - par le côté,Blessé hospitalisé
201600004903,Deux véhicules - par le côté,Indemne
201600004904,Sans collision,Blessé hospitalisé
201600004905,Deux véhicules - frontale,Blessé hospitalisé
201600004905,Deux véhicules - frontale,Indemne
201600004906,Deux véhicules - par le côté,Indemne
201600004906,Deux véhicules - par le côté,Blessé hospitalisé
201600004906,Deux véhicules - par le côté,Indemne
201600004907,Deux véhicules - par le côté,Blessé léger
201600004907,Deux véhicules - par le côté,Indemne
201600004908,Deux véhicules - par le côté,Indemne
201600004908,Deux véhicules - par le côté,Indemne
201600004908,Deux véhicules - par le côté,Indemne
201600004908,Deux véhicules - par le côté,Indemne
201600004908,Deux véhicules - par le côté,Blessé léger
201600004909,Deux véhicules - par l'arrière,Indemne
201600004909,Deux véhicules - par l'arrière,Blessé léger
201600004910,Deux véhicules - frontale,Tué
201600004910,Deux véhicules - frontale,Blessé léger
201600004911,Deux véhicules - par le côté,Tué
201600004911,Deux véhicules - par le côté,Indemne
201600004912,Deux véhicules - frontale,Blessé hospitalisé
201600004912,Deux véhicules - frontale,Indemne
201600004912,Deux véhicules - frontale,Indemne
201600004913,Autre collision,Blessé hospitalisé
201600004914,Deux véhicules - frontale,Indemne
201600004914,Deux véhicules - frontale,Blessé hospitalisé
201600004915,Sans collision,Blessé hospitalisé
201600004915,Sans collision,Blessé hospitalisé
201600004916,Sans collision,Blessé hospitalisé
201600004917,Deux véhicules - frontale,Indemne
201600004917,Deux véhicules - frontale,Blessé hospitalisé
201600004918,Autre collision,Blessé hospitalisé
201600004919,Deux véhicules - frontale,Blessé hospitalisé
201600004919,Deux véhicules - frontale,Blessé hospitalisé
201600004919,Deux véhicules - frontale,Blessé hospitalisé
201600004920,Deux véhicules - par le côté,Blessé hospitalisé
201600004920,Deux véhicules - par le côté,Indemne
201600004921,Sans collision,Blessé hospitalisé
201600004922,Autre collision,Blessé léger
201600004923,Autre collision,Indemne
201600004923,Autre collision,Blessé hospitalisé
201600004924,Deux véhicules - par le côté,Blessé léger
201600004924,Deux véhicules - par le côté,Indemne
201600004925,Autre collision,Blessé léger
201600004926,Deux véhicules - frontale,Indemne
201600004926,Deux véhicules - frontale,Blessé hospitalisé
201600004927,Deux véhicules - par le côté,Indemne
201600004927,Deux véhicules - par le côté,Blessé hospitalisé
201600004928,Deux véhicules - frontale,Blessé hospitalisé
201600004928,Deux véhicules - frontale,Indemne
201600004929,Sans collision,Blessé léger
201600004930,Autre collision,Blessé hospitalisé
201600004931,Autre collision,Blessé hospitalisé
201600004932,Sans collision,Blessé hospitalisé
201600004933,Autre collision,Blessé hospitalisé
201600004934,Deux véhicules - frontale,Tué
201600004934,Deux véhicules - frontale,Blessé léger
201600004934,Deux véhicules - frontale,Blessé léger
201600004934,Deux véhicules - frontale,Blessé léger
201600004935,Autre collision,Blessé léger
201600004936,Trois véhicules et plus - collisions multiples,Blessé léger
201600004936,Trois véhicules et plus - collisions multiples,Blessé léger
201600004936,Trois véhicules et plus - collisions multiples,Indemne
201600004937,Autre collision,Indemne
201600004937,Autre collision,Blessé hospitalisé
201600004938,Autre collision,Indemne
201600004938,Autre collision,Blessé léger
201600004938,Autre collision,Blessé léger
201600004939,Trois véhicules et plus - collisions multiples,Indemne
201600004939,Trois véhicules et plus - collisions multiples,Blessé léger
201600004939,Trois véhicules et plus - collisions multiples,Blessé léger
201600004940,Trois véhicules et plus - collisions multiples,Indemne
201600004940,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004940,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004940,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004941,Autre collision,Indemne
201600004941,Autre collision,Blessé hospitalisé
201600004942,Autre collision,Indemne
201600004942,Autre collision,Tué
201600004943,Deux véhicules - par le côté,Blessé léger
201600004943,Deux véhicules - par le côté,Indemne
201600004944,Autre collision,Indemne
201600004944,Autre collision,Blessé hospitalisé
201600004945,Sans collision,Blessé hospitalisé
201600004946,Deux véhicules - frontale,Blessé hospitalisé
201600004946,Deux véhicules - frontale,Indemne
201600004947,Autre collision,Blessé hospitalisé
201600004948,Deux véhicules - frontale,Blessé léger
201600004948,Deux véhicules - frontale,Indemne
201600004949,Autre collision,Indemne
201600004949,Autre collision,Blessé léger
201600004950,Deux véhicules - par le côté,Indemne
201600004950,Deux véhicules - par le côté,Blessé léger
201600004951,Sans collision,Blessé léger
201600004951,Sans collision,Blessé léger
201600004952,Deux véhicules - par le côté,Indemne
201600004952,Deux véhicules - par le côté,Blessé hospitalisé
201600004952,Deux véhicules - par le côté,Indemne
201600004952,Deux véhicules - par le côté,Indemne
201600004953,Autre collision,Indemne
201600004953,Autre collision,Blessé hospitalisé
201600004953,Autre collision,Blessé hospitalisé
201600004954,Autre collision,Indemne
201600004954,Autre collision,Blessé hospitalisé
201600004955,Deux véhicules - frontale,Indemne
201600004955,Deux véhicules - frontale,Indemne
201600004955,Deux véhicules - frontale,Indemne
201600004955,Deux véhicules - frontale,Blessé hospitalisé
201600004955,Deux véhicules - frontale,Blessé léger
201600004955,Deux véhicules - frontale,Indemne
201600004955,Deux véhicules - frontale,Blessé hospitalisé
201600004955,Deux véhicules - frontale,Blessé léger
201600004955,Deux véhicules - frontale,Blessé léger
201600004956,Autre collision,Blessé hospitalisé
201600004956,Autre collision,Blessé hospitalisé
201600004957,Deux véhicules - par le côté,Blessé hospitalisé
201600004957,Deux véhicules - par le côté,Indemne
201600004958,Deux véhicules - frontale,Blessé léger
201600004958,Deux véhicules - frontale,Blessé léger
201600004959,Autre collision,Blessé hospitalisé
201600004960,Autre collision,Blessé hospitalisé
201600004961,Deux véhicules - frontale,Blessé léger
201600004961,Deux véhicules - frontale,Indemne
201600004962,Sans collision,Blessé hospitalisé
201600004963,Deux véhicules - frontale,Indemne
201600004963,Deux véhicules - frontale,Blessé hospitalisé
201600004964,Deux véhicules - frontale,Blessé léger
201600004964,Deux véhicules - frontale,Blessé léger
201600004965,Autre collision,Blessé hospitalisé
201600004966,Autre collision,Blessé hospitalisé
201600004967,Sans collision,Tué
201600004968,Autre collision,Indemne
201600004968,Autre collision,Blessé léger
201600004969,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004969,Trois véhicules et plus - collisions multiples,Indemne
201600004969,Trois véhicules et plus - collisions multiples,Indemne
201600004970,Deux véhicules - par l'arrière,Indemne
201600004970,Deux véhicules - par l'arrière,Indemne
201600004970,Deux véhicules - par l'arrière,Indemne
201600004970,Deux véhicules - par l'arrière,Tué
201600004971,Deux véhicules - frontale,Indemne
201600004971,Deux véhicules - frontale,Blessé hospitalisé
201600004972,Trois véhicules et plus - collisions multiples,Blessé léger
201600004972,Trois véhicules et plus - collisions multiples,Blessé léger
201600004972,Trois véhicules et plus - collisions multiples,Indemne
201600004973,Autre collision,Blessé hospitalisé
201600004974,Autre collision,Indemne
201600004974,Autre collision,Tué
201600004974,Autre collision,Blessé hospitalisé
201600004974,Autre collision,Blessé hospitalisé
201600004975,Trois véhicules et plus - collisions multiples,Tué
201600004975,Trois véhicules et plus - collisions multiples,Blessé léger
201600004975,Trois véhicules et plus - collisions multiples,Blessé léger
201600004976,Autre collision,Indemne
201600004976,Autre collision,Blessé hospitalisé
201600004977,Deux véhicules - par le côté,Blessé léger
201600004977,Deux véhicules - par le côté,Tué
201600004978,Trois véhicules et plus - collisions multiples,Indemne
201600004978,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004978,Trois véhicules et plus - collisions multiples,Indemne
201600004979,Deux véhicules - par l'arrière,Blessé léger
201600004979,Deux véhicules - par l'arrière,Blessé léger
201600004980,Autre collision,Indemne
201600004980,Autre collision,Blessé hospitalisé
201600004981,Sans collision,Blessé hospitalisé
201600004982,Deux véhicules - frontale,Indemne
201600004982,Deux véhicules - frontale,Blessé hospitalisé
201600004983,Deux véhicules - par le côté,Indemne
201600004983,Deux véhicules - par le côté,Blessé hospitalisé
201600004984,Deux véhicules - frontale,Blessé hospitalisé
201600004984,Deux véhicules - frontale,Blessé hospitalisé
201600004984,Deux véhicules - frontale,Blessé hospitalisé
201600004985,Autre collision,Blessé hospitalisé
201600004986,Sans collision,Blessé hospitalisé
201600004987,Deux véhicules - frontale,Tué
201600004987,Deux véhicules - frontale,Blessé hospitalisé
201600004988,Deux véhicules - frontale,Blessé hospitalisé
201600004988,Deux véhicules - frontale,Blessé hospitalisé
201600004988,Deux véhicules - frontale,Indemne
201600004989,Deux véhicules - par le côté,Blessé léger
201600004989,Deux véhicules - par le côté,Blessé léger
201600004990,Autre collision,Indemne
201600004990,Autre collision,Tué
201600004991,Autre collision,Blessé hospitalisé
201600004992,Deux véhicules - par l'arrière,Indemne
201600004992,Deux véhicules - par l'arrière,Blessé hospitalisé
201600004993,Sans collision,Tué
201600004994,Deux véhicules - par le côté,Tué
201600004994,Deux véhicules - par le côté,Indemne
201600004995,Trois véhicules et plus - collisions multiples,Indemne
201600004995,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004995,Trois véhicules et plus - collisions multiples,Indemne
201600004996,Deux véhicules - frontale,Blessé léger
201600004996,Deux véhicules - frontale,Blessé hospitalisé
201600004997,Sans collision,Blessé hospitalisé
201600004998,Deux véhicules - par le côté,Indemne
201600004998,Deux véhicules - par le côté,Indemne
201600004998,Deux véhicules - par le côté,Indemne
201600004998,Deux véhicules - par le côté,Indemne
201600004998,Deux véhicules - par le côté,Blessé léger
201600004999,Trois véhicules et plus - collisions multiples,Indemne
201600004999,Trois véhicules et plus - collisions multiples,Blessé léger
201600004999,Trois véhicules et plus - collisions multiples,Indemne
201600004999,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600004999,Trois véhicules et plus - collisions multiples,Blessé léger
201600005000,Autre collision,Indemne
201600005000,Autre collision,Blessé hospitalisé
201600005001,Deux véhicules - par le côté,Blessé hospitalisé
201600005001,Deux véhicules - par le côté,Tué
201600005001,Deux véhicules - par le côté,Blessé léger
201600005002,Deux véhicules - par le côté,Blessé léger
201600005002,Deux véhicules - par le côté,Indemne
201600005003,Deux véhicules - frontale,Indemne
201600005003,Deux véhicules - frontale,Blessé hospitalisé
201600005003,Deux véhicules - frontale,Indemne
201600005003,Deux véhicules - frontale,Indemne
201600005003,Deux véhicules - frontale,Indemne
201600005003,Deux véhicules - frontale,Indemne
201600005004,Autre collision,Indemne
201600005004,Autre collision,Indemne
201600005004,Autre collision,Blessé léger
201600005004,Autre collision,Blessé léger
201600005004,Autre collision,Blessé léger
201600005005,Autre collision,Tué
201600005006,Deux véhicules - frontale,Blessé hospitalisé
201600005006,Deux véhicules - frontale,Blessé hospitalisé
201600005006,Deux véhicules - frontale,Blessé léger
201600005007,Deux véhicules - frontale,Blessé hospitalisé
201600005007,Deux véhicules - frontale,Blessé hospitalisé
201600005008,Autre collision,Tué
201600005008,Autre collision,Blessé hospitalisé
201600005008,Autre collision,Blessé hospitalisé
201600005008,Autre collision,Blessé léger
201600005008,Autre collision,Blessé léger
201600005009,Deux véhicules - par l'arrière,Indemne
201600005009,Deux véhicules - par l'arrière,Blessé hospitalisé
201600005010,Autre collision,Blessé hospitalisé
201600005010,Autre collision,Blessé léger
201600005011,Trois véhicules et plus - collisions multiples,Tué
201600005011,Trois véhicules et plus - collisions multiples,Indemne
201600005011,Trois véhicules et plus - collisions multiples,Blessé léger
201600005011,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005011,Trois véhicules et plus - collisions multiples,Blessé léger
201600005011,Trois véhicules et plus - collisions multiples,Indemne
201600005012,Autre collision,Blessé hospitalisé
201600005012,Autre collision,Blessé léger
201600005013,Deux véhicules - par l'arrière,Indemne
201600005013,Deux véhicules - par l'arrière,Indemne
201600005013,Deux véhicules - par l'arrière,Blessé léger
201600005014,Autre collision,Blessé hospitalisé
201600005014,Autre collision,Blessé hospitalisé
201600005015,Autre collision,Tué
201600005016,Autre collision,Blessé hospitalisé
201600005017,Autre collision,Blessé léger
201600005018,Deux véhicules - frontale,Blessé léger
201600005018,Deux véhicules - frontale,Blessé léger
201600005019,Autre collision,Blessé léger
201600005020,Deux véhicules - frontale,Blessé léger
201600005020,Deux véhicules - frontale,Blessé léger
201600005021,Deux véhicules - frontale,Blessé hospitalisé
201600005021,Deux véhicules - frontale,Blessé hospitalisé
201600005022,Deux véhicules - frontale,Blessé hospitalisé
201600005022,Deux véhicules - frontale,Blessé hospitalisé
201600005022,Deux véhicules - frontale,Blessé hospitalisé
201600005022,Deux véhicules - frontale,Blessé hospitalisé
201600005022,Deux véhicules - frontale,Blessé hospitalisé
201600005022,Deux véhicules - frontale,Blessé hospitalisé
201600005023,Deux véhicules - par le côté,Blessé léger
201600005023,Deux véhicules - par le côté,Blessé hospitalisé
201600005024,Autre collision,Blessé hospitalisé
201600005024,Autre collision,Blessé hospitalisé
201600005025,Autre collision,Blessé hospitalisé
201600005026,Autre collision,Blessé hospitalisé
201600005027,Deux véhicules - frontale,Blessé hospitalisé
201600005027,Deux véhicules - frontale,Indemne
201600005027,Deux véhicules - frontale,Indemne
201600005028,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005028,Trois véhicules et plus - collisions multiples,Blessé léger
201600005028,Trois véhicules et plus - collisions multiples,Blessé léger
201600005029,Autre collision,Blessé hospitalisé
201600005030,Autre collision,Blessé hospitalisé
201600005031,Autre collision,Blessé hospitalisé
201600005031,Autre collision,Blessé hospitalisé
201600005032,Deux véhicules - frontale,Blessé léger
201600005032,Deux véhicules - frontale,Blessé hospitalisé
201600005033,Autre collision,Blessé hospitalisé
201600005034,Deux véhicules - frontale,Blessé hospitalisé
201600005034,Deux véhicules - frontale,Indemne
201600005035,Deux véhicules - par le côté,Blessé hospitalisé
201600005035,Deux véhicules - par le côté,Indemne
201600005036,Deux véhicules - par le côté,Blessé léger
201600005036,Deux véhicules - par le côté,Indemne
201600005037,Deux véhicules - frontale,Indemne
201600005037,Deux véhicules - frontale,Indemne
201600005037,Deux véhicules - frontale,Indemne
201600005037,Deux véhicules - frontale,Blessé hospitalisé
201600005038,Autre collision,Blessé léger
201600005039,Deux véhicules - par le côté,Blessé hospitalisé
201600005039,Deux véhicules - par le côté,Indemne
201600005040,Deux véhicules - par le côté,Blessé hospitalisé
201600005040,Deux véhicules - par le côté,Indemne
201600005041,Autre collision,Blessé hospitalisé
201600005042,Deux véhicules - frontale,Blessé hospitalisé
201600005042,Deux véhicules - frontale,Indemne
201600005042,Deux véhicules - frontale,Blessé hospitalisé
201600005042,Deux véhicules - frontale,Blessé hospitalisé
201600005042,Deux véhicules - frontale,Blessé léger
201600005042,Deux véhicules - frontale,Blessé léger
201600005043,Deux véhicules - frontale,Tué
201600005043,Deux véhicules - frontale,Blessé hospitalisé
201600005044,Autre collision,Tué
201600005044,Autre collision,Blessé hospitalisé
201600005044,Autre collision,Blessé léger
201600005045,Sans collision,Blessé hospitalisé
201600005046,Deux véhicules - frontale,Blessé hospitalisé
201600005046,Deux véhicules - frontale,Blessé léger
201600005047,Deux véhicules - frontale,Blessé hospitalisé
201600005047,Deux véhicules - frontale,Tué
201600005048,Deux véhicules - frontale,Indemne
201600005048,Deux véhicules - frontale,Blessé hospitalisé
201600005049,Deux véhicules - par le côté,Blessé léger
201600005049,Deux véhicules - par le côté,Blessé léger
201600005049,Deux véhicules - par le côté,Blessé léger
201600005050,Autre collision,Indemne
201600005050,Autre collision,Blessé hospitalisé
201600005051,Autre collision,Indemne
201600005051,Autre collision,Blessé léger
201600005052,Deux véhicules - frontale,Blessé hospitalisé
201600005052,Deux véhicules - frontale,Indemne
201600005053,Deux véhicules - frontale,Indemne
201600005053,Deux véhicules - frontale,Blessé hospitalisé
201600005054,Deux véhicules - frontale,Indemne
201600005054,Deux véhicules - frontale,Blessé hospitalisé
201600005055,Deux véhicules - par le côté,Indemne
201600005055,Deux véhicules - par le côté,Blessé hospitalisé
201600005056,Autre collision,Blessé hospitalisé
201600005057,Deux véhicules - par le côté,Blessé hospitalisé
201600005057,Deux véhicules - par le côté,Indemne
201600005058,Deux véhicules - frontale,Blessé hospitalisé
201600005058,Deux véhicules - frontale,Blessé hospitalisé
201600005059,Deux véhicules - frontale,Blessé léger
201600005059,Deux véhicules - frontale,Blessé hospitalisé
201600005060,Deux véhicules - frontale,Blessé léger
201600005060,Deux véhicules - frontale,Blessé léger
201600005061,Deux véhicules - par le côté,Blessé léger
201600005061,Deux véhicules - par le côté,Blessé léger
201600005062,Deux véhicules - frontale,Blessé hospitalisé
201600005062,Deux véhicules - frontale,Blessé hospitalisé
201600005063,Trois véhicules et plus - collisions multiples,Indemne
201600005063,Trois véhicules et plus - collisions multiples,Indemne
201600005063,Trois véhicules et plus - collisions multiples,Blessé léger
201600005063,Trois véhicules et plus - collisions multiples,Indemne
201600005063,Trois véhicules et plus - collisions multiples,Indemne
201600005063,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005064,Deux véhicules - frontale,Blessé léger
201600005064,Deux véhicules - frontale,Blessé léger
201600005065,Autre collision,Tué
201600005066,Deux véhicules - par le côté,Indemne
201600005066,Deux véhicules - par le côté,Blessé hospitalisé
201600005066,Deux véhicules - par le côté,Blessé hospitalisé
201600005067,Deux véhicules - par l'arrière,Blessé hospitalisé
201600005067,Deux véhicules - par l'arrière,Indemne
201600005068,Deux véhicules - frontale,Indemne
201600005068,Deux véhicules - frontale,Blessé hospitalisé
201600005069,Deux véhicules - par le côté,Indemne
201600005069,Deux véhicules - par le côté,Blessé léger
201600005070,Autre collision,Indemne
201600005070,Autre collision,Tué
201600005071,Deux véhicules - frontale,Blessé léger
201600005071,Deux véhicules - frontale,Blessé hospitalisé
201600005071,Deux véhicules - frontale,Blessé hospitalisé
201600005072,Deux véhicules - frontale,Blessé léger
201600005072,Deux véhicules - frontale,Blessé léger
201600005073,Autre collision,Tué
201600005074,Autre collision,Indemne
201600005074,Autre collision,Blessé hospitalisé
201600005075,Deux véhicules - par le côté,Blessé hospitalisé
201600005075,Deux véhicules - par le côté,Blessé hospitalisé
201600005076,Autre collision,Blessé hospitalisé
201600005077,Deux véhicules - frontale,Blessé hospitalisé
201600005077,Deux véhicules - frontale,Indemne
201600005078,Sans collision,Blessé hospitalisé
201600005079,Deux véhicules - par le côté,Indemne
201600005079,Deux véhicules - par le côté,Blessé hospitalisé
201600005080,Sans collision,Blessé hospitalisé
201600005081,Deux véhicules - frontale,Tué
201600005081,Deux véhicules - frontale,Blessé hospitalisé
201600005082,Autre collision,Indemne
201600005082,Autre collision,Blessé léger
201600005083,Deux véhicules - par le côté,Blessé léger
201600005083,Deux véhicules - par le côté,Indemne
201600005084,Deux véhicules - par le côté,Indemne
201600005084,Deux véhicules - par le côté,Blessé léger
201600005084,Deux véhicules - par le côté,Blessé léger
201600005084,Deux véhicules - par le côté,Blessé léger
201600005085,Sans collision,Blessé hospitalisé
201600005086,Deux véhicules - frontale,Blessé hospitalisé
201600005086,Deux véhicules - frontale,Blessé hospitalisé
201600005086,Deux véhicules - frontale,Blessé hospitalisé
201600005087,Deux véhicules - frontale,Blessé hospitalisé
201600005087,Deux véhicules - frontale,Blessé hospitalisé
201600005087,Deux véhicules - frontale,Indemne
201600005088,Deux véhicules - frontale,Blessé hospitalisé
201600005088,Deux véhicules - frontale,Indemne
201600005088,Deux véhicules - frontale,Indemne
201600005089,Deux véhicules - par l'arrière,Blessé léger
201600005089,Deux véhicules - par l'arrière,Blessé léger
201600005090,Autre collision,Indemne
201600005090,Autre collision,Blessé hospitalisé
201600005091,Sans collision,Blessé léger
201600005092,Deux véhicules - frontale,Blessé hospitalisé
201600005092,Deux véhicules - frontale,Blessé hospitalisé
201600005092,Deux véhicules - frontale,Indemne
201600005093,Deux véhicules - frontale,Blessé hospitalisé
201600005093,Deux véhicules - frontale,Blessé hospitalisé
201600005094,Sans collision,Blessé hospitalisé
201600005095,Deux véhicules - par le côté,Blessé hospitalisé
201600005095,Deux véhicules - par le côté,Indemne
201600005096,Deux véhicules - par le côté,Blessé hospitalisé
201600005096,Deux véhicules - par le côté,Indemne
201600005097,Sans collision,Blessé hospitalisé
201600005098,Deux véhicules - par le côté,Blessé léger
201600005098,Deux véhicules - par le côté,Blessé léger
201600005098,Deux véhicules - par le côté,Blessé léger
201600005098,Deux véhicules - par le côté,Blessé hospitalisé
201600005098,Deux véhicules - par le côté,Blessé léger
201600005098,Deux véhicules - par le côté,Blessé léger
201600005099,Autre collision,Blessé hospitalisé
201600005100,Deux véhicules - frontale,Blessé hospitalisé
201600005100,Deux véhicules - frontale,Tué
201600005101,Deux véhicules - par le côté,Indemne
201600005101,Deux véhicules - par le côté,Blessé hospitalisé
201600005102,Deux véhicules - par le côté,Blessé léger
201600005102,Deux véhicules - par le côté,Blessé léger
201600005102,Deux véhicules - par le côté,Indemne
201600005103,Sans collision,Indemne
201600005103,Sans collision,Tué
201600005104,Trois véhicules et plus - collisions multiples,Indemne
201600005104,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005104,Trois véhicules et plus - collisions multiples,Indemne
201600005105,Trois véhicules et plus - collisions multiples,Blessé léger
201600005105,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005105,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005106,Sans collision,Blessé hospitalisé
201600005107,Trois véhicules et plus - collisions multiples,Indemne
201600005107,Trois véhicules et plus - collisions multiples,Indemne
201600005107,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005107,Trois véhicules et plus - collisions multiples,Blessé léger
201600005108,Trois véhicules et plus - collisions multiples,Indemne
201600005108,Trois véhicules et plus - collisions multiples,Indemne
201600005108,Trois véhicules et plus - collisions multiples,Indemne
201600005108,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600005109,Deux véhicules - par l'arrière,Indemne
201600005109,Deux véhicules - par l'arrière,Blessé hospitalisé
201600005110,Autre collision,Blessé hospitalisé
201600005111,Deux véhicules - par le côté,Indemne
201600005111,Deux véhicules - par le côté,Blessé hospitalisé
201600005112,Deux véhicules - par le côté,Indemne
201600005112,Deux véhicules - par le côté,Blessé hospitalisé
201600005113,Autre collision,Indemne
201600005113,Autre collision,Blessé léger
201600005114,Deux véhicules - par le côté,Tué
201600005114,Deux véhicules - par le côté,Blessé hospitalisé
201600005114,Deux véhicules - par le côté,Blessé hospitalisé
201600005114,Deux véhicules - par le côté,Blessé léger
201600005114,Deux véhicules - par le côté,Blessé hospitalisé
201600005114,Deux véhicules - par le côté,Blessé léger
201600005115,Deux véhicules - frontale,Tué
201600005115,Deux véhicules - frontale,Blessé léger
201600005116,Deux véhicules - par le côté,Indemne
201600005116,Deux véhicules - par le côté,Blessé hospitalisé
201600005117,Deux véhicules - par le côté,Indemne
201600005117,Deux véhicules - par le côté,Blessé hospitalisé
201600005118,Deux véhicules - frontale,Blessé hospitalisé
201600005118,Deux véhicules - frontale,Indemne
201600005119,Autre collision,Tué
201600005120,Sans collision,Blessé hospitalisé
201600005121,Deux véhicules - frontale,Blessé hospitalisé
201600005121,Deux véhicules - frontale,Blessé hospitalisé
201600005121,Deux véhicules - frontale,Indemne
201600005122,Deux véhicules - frontale,Indemne
201600005122,Deux véhicules - frontale,Blessé léger
201600005122,Deux véhicules - frontale,Blessé léger
201600005123,Autre collision,Indemne
201600005123,Autre collision,Blessé hospitalisé
201600005124,Deux véhicules - frontale,Blessé hospitalisé
201600005124,Deux véhicules - frontale,Indemne
201600005125,Sans collision,Indemne
201600005125,Sans collision,Blessé léger
201600005125,Sans collision,Blessé léger
201600005126,Deux véhicules - par le côté,Blessé hospitalisé
201600005126,Deux véhicules - par le côté,Indemne
201600005127,Deux véhicules - par le côté,Indemne
201600005127,Deux véhicules - par le côté,Blessé hospitalisé
201600005128,Deux véhicules - par le côté,Indemne
201600005128,Deux véhicules - par le côté,Blessé léger
201600005129,Deux véhicules - frontale,Blessé léger
201600005129,Deux véhicules - frontale,Indemne
201600005130,Deux véhicules - frontale,Blessé léger
201600005130,Deux véhicules - frontale,Blessé léger
201600005130,Deux véhicules - frontale,Indemne
201600005131,Deux véhicules - par le côté,Indemne
201600005131,Deux véhicules - par le côté,Blessé hospitalisé
201600005132,Deux véhicules - frontale,Blessé hospitalisé
201600005132,Deux véhicules - frontale,Tué
201600005132,Deux véhicules - frontale,Blessé hospitalisé
201600005133,Deux véhicules - frontale,Indemne
201600005133,Deux véhicules - frontale,Blessé hospitalisé
