Num_Acc,catr,grav
201600004889,Parc de stationnement ouvert à la circulation publique,Blessé hospitalisé
201600004890,Voie communale,Indemne
201600004890,Voie communale,Blessé hospitalisé
201600004891,Voie communale,Blessé hospitalisé
201600004891,Voie communale,Indemne
201600004892,Route départementale,Blessé léger
201600004892,Route départementale,Blessé léger
201600004893,Route départementale,Indemne
201600004893,Route départementale,Blessé léger
201600004894,Parc de stationnement ouvert à la circulation publique,Indemne
201600004894,Parc de stationnement ouvert à la circulation publique,Blessé hospitalisé
201600004895,Route départementale,Blessé hospitalisé
201600004896,Route départementale,Blessé hospitalisé
201600004896,Route départementale,Blessé hospitalisé
201600004897,Route départementale,Blessé hospitalisé
201600004898,Route départementale,Blessé hospitalisé
201600004899,Route départementale,Blessé hospitalisé
201600004899,Route départementale,Blessé hospitalisé
201600004899,Route départementale,Blessé hospitalisé
201600004900,Voie communale,Indemne
201600004900,Voie communale,Blessé léger
201600004901,Voie communale,Blessé hospitalisé
201600004901,Voie communale,Blessé hospitalisé
201600004902,Route départementale,Blessé hospitalisé
201600004903,Route départementale,Indemne
201600004903,Route départementale,Blessé hospitalisé
201600004903,Route départementale,Indemne
201600004904,Route départementale,Blessé hospitalisé
201600004905,Route départementale,Blessé hospitalisé
201600004905,Route départementale,Indemne
201600004906,Route départementale,Indemne
201600004906,Route départementale,Blessé hospitalisé
201600004906,Route départementale,Indemne
201600004907,Voie communale,Blessé léger
201600004907,Voie communale,Indemne
201600004908,Route départementale,Indemne
201600004908,Route départementale,Indemne
201600004908,Route départementale,Indemne
201600004908,Route départementale,Indemne
201600004908,Route départementale,Blessé léger
201600004909,Route départementale,Indemne
201600004909,Route départementale,Blessé léger
201600004910,Route départementale,Tué
201600004910,Route départementale,Blessé léger
201600004911,Route départementale,Tué
201600004911,Route départementale,Indemne
201600004912,Route départementale,Blessé hospitalisé
201600004912,Route départementale,Indemne
201600004912,Route départementale,Indemne
201600004913,Voie communale,Blessé hospitalisé
201600004914,Route départementale,Indemne
201600004914,Route départementale,Blessé hospitalisé
201600004915,Route départementale,Blessé hospitalisé
201600004915,Route départementale,Blessé hospitalisé
201600004916,Route départementale,Blessé hospitalisé
201600004917,Route départementale,Indemne
201600004917,Route départementale,Blessé hospitalisé
201600004918,Route départementale,Blessé hospitalisé
201600004919,Route départementale,Blessé hospitalisé
201600004919,Route départementale,Blessé hospitalisé
201600004919,Route départementale,Blessé hospitalisé
201600004920,Route départementale,Blessé hospitalisé
201600004920,Route départementale,Indemne
201600004921,Route départementale,Blessé hospitalisé
201600004922,Route départementale,Blessé léger
201600004923,Route départementale,Indemne
201600004923,Route départementale,Blessé hospitalisé
201600004924,Route départementale,Blessé léger
201600004924,Route départementale,Indemne
201600004925,Route départementale,Blessé léger
201600004926,Route départementale,Indemne
201600004926,Route départementale,Blessé hospitalisé
201600004927,Voie communale,Indemne
201600004927,Voie communale,Blessé hospitalisé
201600004928,Route départementale,Blessé hospitalisé
201600004928,Route départementale,Indemne
201600004929,Voie communale,Blessé léger
201600004930,Route départementale,Blessé hospitalisé
201600004931,Route départementale,Blessé hospitalisé
201600004932,Route départementale,Blessé hospitalisé
201600004933,Route départementale,Blessé hospitalisé
201600004934,Route départementale,Tué
201600004934,Route départementale,Blessé léger
201600004934,Route départementale,Blessé léger
201600004934,Route départementale,Blessé léger
201600004935,Route départementale,Blessé léger
201600004936,Route départementale,Blessé léger
201600004936,Route départementale,Blessé léger
201600004936,Route départementale,Indemne
201600004937,Voie communale,Indemne
201600004937,Voie communale,Blessé hospitalisé
201600004938,Autre,Indemne
201600004938,Autre,Blessé léger
201600004938,Autre,Blessé léger
201600004939,Route départementale,Indemne
201600004939,Route départementale,Blessé léger
201600004939,Route départementale,Blessé léger
201600004940,Route départementale,Indemne
201600004940,Route départementale,Blessé hospitalisé
201600004940,Route départementale,Blessé hospitalisé
201600004940,Route départementale,Blessé hospitalisé
201600004941,Voie communale,Indemne
201600004941,Voie communale,Blessé hospitalisé
201600004942,Voie communale,Indemne
201600004942,Voie communale,Tué
201600004943,Route départementale,Blessé léger
201600004943,Route départementale,Indemne
201600004944,Route départementale,Indemne
201600004944,Route départementale,Blessé hospitalisé
201600004945,Route départementale,Blessé hospitalisé
201600004946,Voie communale,Blessé hospitalisé
201600004946,Voie communale,Indemne
201600004947,Voie communale,Blessé hospitalisé
201600004948,Voie communale,Blessé léger
201600004948,Voie communale,Indemne
201600004949,Voie communale,Indemne
201600004949,Voie communale,Blessé léger
201600004950,Voie communale,Indemne
201600004950,Voie communale,Blessé léger
201600004951,Route départementale,Blessé léger
201600004951,Route départementale,Blessé léger
201600004952,Route départementale,Indemne
201600004952,Route départementale,Blessé hospitalisé
201600004952,Route départementale,Indemne
201600004952,Route départementale,Indemne
201600004953,Route départementale,Indemne
201600004953,Route départementale,Blessé hospitalisé
201600004953,Route départementale,Blessé hospitalisé
201600004954,Route départementale,Indemne
201600004954,Route départementale,Blessé hospitalisé
201600004955,Route départementale,Indemne
201600004955,Route départementale,Indemne
201600004955,Route départementale,Indemne
201600004955,Route départementale,Blessé hospitalisé
201600004955,Route départementale,Blessé léger
201600004955,Route départementale,Indemne
201600004955,Route départementale,Blessé hospitalisé
201600004955,Route départementale,Blessé léger
201600004955,Route départementale,Blessé léger
201600004956,Route départementale,Blessé hospitalisé
201600004956,Route départementale,Blessé hospitalisé
201600004957,Route départementale,Blessé hospitalisé
201600004957,Route départementale,Indemne
201600004958,Route départementale,Blessé léger
201600004958,Route départementale,Blessé léger
201600004959,Route nationale,Blessé hospitalisé
201600004960,Route départementale,Blessé hospitalisé
201600004961,Route départementale,Blessé léger
201600004961,Route départementale,Indemne
201600004962,Route départementale,Blessé hospitalisé
201600004963,Route départementale,Indemne
201600004963,Route départementale,Blessé hospitalisé
201600004964,Route départementale,Blessé léger
201600004964,Route départementale,Blessé léger
201600004965,Route départementale,Blessé hospitalisé
201600004966,Route départementale,Blessé hospitalisé
201600004967,Route départementale,Tué
201600004968,Route départementale,Indemne
201600004968,Route départementale,Blessé léger
201600004969,Route départementale,Blessé hospitalisé
201600004969,Route départementale,Indemne
201600004969,Route départementale,Indemne
201600004970,Route départementale,Indemne
201600004970,Route départementale,Indemne
201600004970,Route départementale,Indemne
201600004970,Route départementale,Tué
201600004971,Route nationale,Indemne
201600004971,Route nationale,Blessé hospitalisé
201600004972,Route départementale,Blessé léger
201600004972,Route départementale,Blessé léger
201600004972,Route départementale,Indemne
201600004973,Route départementale,Blessé hospitalisé
201600004974,Voie communale,Indemne
201600004974,Voie communale,Tué
201600004974,Voie communale,Blessé hospitalisé
201600004974,Voie communale,Blessé hospitalisé
201600004975,Route nationale,Tué
201600004975,Route nationale,Blessé léger
201600004975,Route nationale,Blessé léger
201600004976,Route départementale,Indemne
201600004976,Route départementale,Blessé hospitalisé
201600004977,Route départementale,Blessé léger
201600004977,Route départementale,Tué
201600004978,Route départementale,Indemne
201600004978,Route départementale,Blessé hospitalisé
201600004978,Route départementale,Indemne
201600004979,Route départementale,Blessé léger
201600004979,Route départementale,Blessé léger
201600004980,Route départementale,Indemne
201600004980,Route départementale,Blessé hospitalisé
201600004981,Route départementale,Blessé hospitalisé
201600004982,Route départementale,Indemne
201600004982,Route départementale,Blessé hospitalisé
201600004983,Route départementale,Indemne
201600004983,Route départementale,Blessé hospitalisé
201600004984,Route départementale,Blessé hospitalisé
201600004984,Route départementale,Blessé hospitalisé
201600004984,Route départementale,Blessé hospitalisé
201600004985,Route départementale,Blessé hospitalisé
201600004986,Voie communale,Blessé hospitalisé
201600004987,Route départementale,Tué
201600004987,Route départementale,Blessé hospitalisé
201600004988,Route départementale,Blessé hospitalisé
201600004988,Route départementale,Blessé hospitalisé
201600004988,Route départementale,Indemne
201600004989,Route départementale,Blessé léger
201600004989,Route départementale,Blessé léger
201600004990,Voie communale,Indemne
201600004990,Voie communale,Tué
201600004991,Route départementale,Blessé hospitalisé
201600004992,Route départementale,Indemne
201600004992,Route départementale,Blessé hospitalisé
201600004993,Route départementale,Tué
201600004994,Route départementale,Tué
201600004994,Route départementale,Indemne
201600004995,Route départementale,Indemne
201600004995,Route départementale,Blessé hospitalisé
201600004995,Route départementale,Indemne
201600004996,Route départementale,Blessé léger
201600004996,Route départementale,Blessé hospitalisé
201600004997,Route départementale,Blessé hospitalisé
201600004998,Voie communale,Indemne
201600004998,Voie communale,Indemne
201600004998,Voie communale,Indemne
201600004998,Voie communale,Indemne
201600004998,Voie communale,Blessé léger
201600004999,Route départementale,Indemne
201600004999,Route départementale,Blessé léger
201600004999,Route départementale,Indemne
201600004999,Route départementale,Blessé hospitalisé
201600004999,Route départementale,Blessé léger
201600005000,Route départementale,Indemne
201600005000,Route départementale,Blessé hospitalisé
201600005001,Route départementale,Blessé hospitalisé
201600005001,Route départementale,Tué
201600005001,Route départementale,Blessé léger
201600005002,Route départementale,Blessé léger
201600005002,Route départementale,Indemne
201600005003,Route départementale,Indemne
201600005003,Route départementale,Blessé hospitalisé
201600005003,Route départementale,Indemne
201600005003,Route départementale,Indemne
201600005003,Route départementale,Indemne
201600005003,Route départementale,Indemne
201600005004,Voie communale,Indemne
201600005004,Voie communale,Indemne
201600005004,Voie communale,Blessé léger
201600005004,Voie communale,Blessé léger
201600005004,Voie communale,Blessé léger
201600005005,Route départementale,Tué
201600005006,Route départementale,Blessé hospitalisé
201600005006,Route départementale,Blessé hospitalisé
201600005006,Route départementale,Blessé léger
201600005007,Route départementale,Blessé hospitalisé
201600005007,Route départementale,Blessé hospitalisé
201600005008,Route départementale,Tué
201600005008,Route départementale,Blessé hospitalisé
201600005008,Route départementale,Blessé hospitalisé
201600005008,Route départementale,Blessé léger
201600005008,Route départementale,Blessé léger
201600005009,Route départementale,Indemne
201600005009,Route départementale,Blessé hospitalisé
201600005010,Route départementale,Blessé hospitalisé
201600005010,Route départementale,Blessé léger
201600005011,Route départementale,Tué
201600005011,Route départementale,Indemne
201600005011,Route départementale,Blessé léger
201600005011,Route départementale,Blessé hospitalisé
201600005011,Route départementale,Blessé léger
201600005011,Route départementale,Indemne
201600005012,Route départementale,Blessé hospitalisé
201600005012,Route départementale,Blessé léger
201600005013,Route départementale,Indemne
201600005013,Route départementale,Indemne
201600005013,Route départementale,Blessé léger
201600005014,Route départementale,Blessé hospitalisé
201600005014,Route départementale,Blessé hospitalisé
201600005015,Route départementale,Tué
201600005016,Route départementale,Blessé hospitalisé
201600005017,Route départementale,Blessé léger
201600005018,Autre,Blessé léger
201600005018,Autre,Blessé léger
201600005019,Route départementale,Blessé léger
201600005020,Route départementale,Blessé léger
201600005020,Route départementale,Blessé léger
201600005021,Route départementale,Blessé hospitalisé
201600005021,Route départementale,Blessé hospitalisé
201600005022,Route départementale,Blessé hospitalisé
201600005022,Route départementale,Blessé hospitalisé
201600005022,Route départementale,Blessé hospitalisé
201600005022,Route départementale,Blessé hospitalisé
201600005022,Route départementale,Blessé hospitalisé
201600005022,Route départementale,Blessé hospitalisé
201600005023,Route départementale,Blessé léger
201600005023,Route départementale,Blessé hospitalisé
201600005024,Route départementale,Blessé hospitalisé
201600005024,Route départementale,Blessé hospitalisé
201600005025,Voie communale,Blessé hospitalisé
201600005026,Route départementale,Blessé hospitalisé
201600005027,Route départementale,Blessé hospitalisé
201600005027,Route départementale,Indemne
201600005027,Route départementale,Indemne
201600005028,Route départementale,Blessé hospitalisé
201600005028,Route départementale,Blessé léger
201600005028,Route départementale,Blessé léger
201600005029,Route départementale,Blessé hospitalisé
201600005030,Route départementale,Blessé hospitalisé
201600005031,Route départementale,Blessé hospitalisé
201600005031,Route départementale,Blessé hospitalisé
201600005032,Route départementale,Blessé léger
201600005032,Route départementale,Blessé hospitalisé
201600005033,Route départementale,Blessé hospitalisé
201600005034,Route départementale,Blessé hospitalisé
201600005034,Route départementale,Indemne
201600005035,Route départementale,Blessé hospitalisé
201600005035,Route départementale,Indemne
201600005036,Voie communale,Blessé léger
201600005036,Voie communale,Indemne
201600005037,Route départementale,Indemne
201600005037,Route départementale,Indemne
201600005037,Route départementale,Indemne
201600005037,Route départementale,Blessé hospitalisé
201600005038,Route départementale,Blessé léger
201600005039,Route départementale,Blessé hospitalisé
201600005039,Route départementale,Indemne
201600005040,Route départementale,Blessé hospitalisé
201600005040,Route départementale,Indemne
201600005041,Route départementale,Blessé hospitalisé
201600005042,Route départementale,Blessé hospitalisé
201600005042,Route départementale,Indemne
201600005042,Route départementale,Blessé hospitalisé
201600005042,Route départementale,Blessé hospitalisé
201600005042,Route départementale,Blessé léger
201600005042,Route départementale,Blessé léger
201600005043,Route départementale,Tué
201600005043,Route départementale,Blessé hospitalisé
201600005044,Route départementale,Tué
201600005044,Route départementale,Blessé hospitalisé
201600005044,Route départementale,Blessé léger
201600005045,Route départementale,Blessé hospitalisé
201600005046,Route départementale,Blessé hospitalisé
201600005046,Route départementale,Blessé léger
201600005047,Route départementale,Blessé hospitalisé
201600005047,Route départementale,Tué
201600005048,Voie communale,Indemne
201600005048,Voie communale,Blessé hospitalisé
201600005049,Route départementale,Blessé léger
201600005049,Route départementale,Blessé léger
201600005049,Route départementale,Blessé léger
201600005050,Route départementale,Indemne
201600005050,Route départementale,Blessé hospitalisé
201600005051,Route départementale,Indemne
201600005051,Route départementale,Blessé léger
201600005052,Route départementale,Blessé hospitalisé
201600005052,Route départementale,Indemne
201600005053,Route départementale,Indemne
201600005053,Route départementale,Blessé hospitalisé
201600005054,Route départementale,Indemne
201600005054,Route départementale,Blessé hospitalisé
201600005055,Route départementale,Indemne
201600005055,Route départementale,Blessé hospitalisé
201600005056,Route départementale,Blessé hospitalisé
201600005057,Route départementale,Blessé hospitalisé
201600005057,Route départementale,Indemne
201600005058,Route départementale,Blessé hospitalisé
201600005058,Route départementale,Blessé hospitalisé
201600005059,Route départementale,Blessé léger
201600005059,Route départementale,Blessé hospitalisé
201600005060,Route départementale,Blessé léger
201600005060,Route départementale,Blessé léger
201600005061,Route départementale,Blessé léger
201600005061,Route départementale,Blessé léger
201600005062,Route départementale,Blessé hospitalisé
201600005062,Route départementale,Blessé hospitalisé
201600005063,Route départementale,Indemne
201600005063,Route départementale,Indemne
201600005063,Route départementale,Blessé léger
201600005063,Route départementale,Indemne
201600005063,Route départementale,Indemne
201600005063,Route départementale,Blessé hospitalisé
201600005064,Voie communale,Blessé léger
201600005064,Voie communale,Blessé léger
201600005065,Route départementale,Tué
201600005066,Route départementale,Indemne
201600005066,Route départementale,Blessé hospitalisé
201600005066,Route départementale,Blessé hospitalisé
201600005067,Route départementale,Blessé hospitalisé
201600005067,Route départementale,Indemne
201600005068,Voie communale,Indemne
201600005068,Voie communale,Blessé hospitalisé
201600005069,Route départementale,Indemne
201600005069,Route départementale,Blessé léger
201600005070,Route départementale,Indemne
201600005070,Route départementale,Tué
201600005071,Route départementale,Blessé léger
201600005071,Route départementale,Blessé hospitalisé
201600005071,Route départementale,Blessé hospitalisé
201600005072,Route départementale,Blessé léger
201600005072,Route départementale,Blessé léger
201600005073,Voie communale,Tué
201600005074,Autre,Indemne
201600005074,Autre,Blessé hospitalisé
201600005075,Route départementale,Blessé hospitalisé
201600005075,Route départementale,Blessé hospitalisé
201600005076,Voie communale,Blessé hospitalisé
201600005077,Voie communale,Blessé hospitalisé
201600005077,Voie communale,Indemne
201600005078,Voie communale,Blessé hospitalisé
201600005079,Route départementale,Indemne
201600005079,Route départementale,Blessé hospitalisé
201600005080,Route départementale,Blessé hospitalisé
201600005081,Route départementale,Tué
201600005081,Route départementale,Blessé hospitalisé
201600005082,Voie communale,Indemne
201600005082,Voie communale,Blessé léger
201600005083,Route départementale,Blessé léger
201600005083,Route départementale,Indemne
201600005084,Voie communale,Indemne
201600005084,Voie communale,Blessé léger
201600005084,Voie communale,Blessé léger
201600005084,Voie communale,Blessé léger
201600005085,Route départementale,Blessé hospitalisé
201600005086,Route départementale,Blessé hospitalisé
201600005086,Route départementale,Blessé hospitalisé
201600005086,Route départementale,Blessé hospitalisé
201600005087,Route départementale,Blessé hospitalisé
201600005087,Route départementale,Blessé hospitalisé
201600005087,Route départementale,Indemne
201600005088,Route départementale,Blessé hospitalisé
201600005088,Route départementale,Indemne
201600005088,Route départementale,Indemne
201600005089,Route départementale,Blessé léger
201600005089,Route départementale,Blessé léger
201600005090,Route départementale,Indemne
201600005090,Route départementale,Blessé hospitalisé
201600005091,Route départementale,Blessé léger
201600005092,Route départementale,Blessé hospitalisé
201600005092,Route départementale,Blessé hospitalisé
201600005092,Route départementale,Indemne
201600005093,Route départementale,Blessé hospitalisé
201600005093,Route départementale,Blessé hospitalisé
201600005094,Route départementale,Blessé hospitalisé
201600005095,Route départementale,Blessé hospitalisé
201600005095,Route départementale,Indemne
201600005096,Route départementale,Blessé hospitalisé
201600005096,Route départementale,Indemne
201600005097,Route départementale,Blessé hospitalisé
201600005098,Route départementale,Blessé léger
201600005098,Route départementale,Blessé léger
201600005098,Route départementale,Blessé léger
201600005098,Route départementale,Blessé hospitalisé
201600005098,Route départementale,Blessé léger
201600005098,Route départementale,Blessé léger
201600005099,Route départementale,Blessé hospitalisé
201600005100,Route départementale,Blessé hospitalisé
201600005100,Route départementale,Tué
201600005101,Voie communale,Indemne
201600005101,Voie communale,Blessé hospitalisé
201600005102,Route départementale,Blessé léger
201600005102,Route départementale,Blessé léger
201600005102,Route départementale,Indemne
201600005103,Route nationale,Indemne
201600005103,Route nationale,Tué
201600005104,Route départementale,Indemne
201600005104,Route départementale,Blessé hospitalisé
201600005104,Route départementale,Indemne
201600005105,Route départementale,Blessé léger
201600005105,Route départementale,Blessé hospitalisé
201600005105,Route départementale,Blessé hospitalisé
201600005106,Route départementale,Blessé hospitalisé
201600005107,Route départementale,Indemne
201600005107,Route départementale,Indemne
201600005107,Route départementale,Blessé hospitalisé
201600005107,Route départementale,Blessé léger
201600005108,Route départementale,Indemne
201600005108,Route départementale,Indemne
201600005108,Route départementale,Indemne
201600005108,Route départementale,Blessé hospitalisé
201600005109,Route départementale,Indemne
201600005109,Route départementale,Blessé hospitalisé
201600005110,Route départementale,Blessé hospitalisé
201600005111,Route départementale,Indemne
201600005111,Route départementale,Blessé hospitalisé
201600005112,Route départementale,Indemne
201600005112,Route départementale,Blessé hospitalisé
201600005113,Route départementale,Indemne
201600005113,Route départementale,Blessé léger
201600005114,Route départementale,Tué
201600005114,Route départementale,Blessé hospitalisé
201600005114,Route départementale,Blessé hospitalisé
201600005114,Route départementale,Blessé léger
201600005114,Route départementale,Blessé hospitalisé
201600005114,Route départementale,Blessé léger
201600005115,Route départementale,Tué
201600005115,Route départementale,Blessé léger
201600005116,Voie communale,Indemne
201600005116,Voie communale,Blessé hospitalisé
201600005117,Route départementale,Indemne
201600005117,Route départementale,Blessé hospitalisé
201600005118,Voie communale,Blessé hospitalisé
201600005118,Voie communale,Indemne
201600005119,Route départementale,Tué
201600005120,Route départementale,Blessé hospitalisé
201600005121,Route départementale,Blessé hospitalisé
201600005121,Route départementale,Blessé hospitalisé
201600005121,Route départementale,Indemne
201600005122,Route départementale,Indemne
201600005122,Route départementale,Blessé léger
201600005122,Route départementale,Blessé léger
201600005123,Voie communale,Indemne
201600005123,Voie communale,Blessé hospitalisé
201600005124,Route départementale,Blessé hospitalisé
201600005124,Route départementale,Indemne
201600005125,Route départementale,Indemne
201600005125,Route départementale,Blessé léger
201600005125,Route départementale,Blessé léger
201600005126,Route départementale,Blessé hospitalisé
201600005126,Route départementale,Indemne
201600005127,Route départementale,Indemne
201600005127,Route départementale,Blessé hospitalisé
201600005128,Voie communale,Indemne
201600005128,Voie communale,Blessé léger
201600005129,Route départementale,Blessé léger
201600005129,Route départementale,Indemne
201600005130,Voie communale,Blessé léger
201600005130,Voie communale,Blessé léger
201600005130,Voie communale,Indemne
201600005131,Route départementale,Indemne
201600005131,Route départementale,Blessé hospitalisé
201600005132,Voie communale,Blessé hospitalisé
201600005132,Voie communale,Tué
201600005132,Voie communale,Blessé hospitalisé
201600005133,Route nationale,Indemne
201600005133,Route nationale,Blessé hospitalisé
201600005134,Voie communale,Blessé hospitalisé
201600005135,Route nationale,Blessé hospitalisé
201600005135,Route nationale,Blessé hospitalisé
201600005135,Route nationale,Blessé hospitalisé
201600005135,Route nationale,Blessé hospitalisé
201600005136,Route départementale,Blessé hospitalisé
201600005136,Route départementale,Blessé léger
201600005137,Voie communale,Indemne
201600005137,Voie communale,Blessé hospitalisé
201600005138,Route départementale,Indemne
201600005138,Route départementale,Blessé léger
201600005139,Route départementale,Blessé hospitalisé
201600005139,Route départementale,Blessé hospitalisé
201600005139,Route départementale,Blessé hospitalisé
201600005140,Route départementale,Blessé léger
201600005140,Route départementale,Blessé léger
201600005141,Route départementale,Tué
201600005142,Route départementale,Blessé hospitalisé
201600005143,Voie communale,Blessé hospitalisé
201600005143,Voie communale,Indemne
201600005144,Route départementale,Indemne
201600005144,Route départementale,Blessé hospitalisé
201600005144,Route départementale,Blessé léger
201600005144,Route départementale,Blessé léger
201600005145,Route départementale,Blessé hospitalisé
201600005145,Route départementale,Blessé hospitalisé
201600005145,Route départementale,Blessé léger
201600005146,Route départementale,Blessé hospitalisé
201600005146,Route départementale,Indemne
201600005147,Route départementale,Blessé léger
201600005147,Route départementale,Indemne
201600005148,Route départementale,Blessé léger
201600005149,Route départementale,Blessé hospitalisé
201600005150,Route départementale,Indemne
201600005150,Route départementale,Blessé hospitalisé
201600005151,Route départementale,Indemne
201600005151,Route départementale,Blessé hospitalisé
201600005152,Route départementale,Indemne
201600005152,Route départementale,Blessé léger
201600005152,Route départementale,Indemne
201600005153,Hors réseau public,Blessé hospitalisé
201600005154,Route départementale,Blessé hospitalisé
201600005154,Route départementale,Blessé léger
201600005155,Voie communale,Blessé hospitalisé
201600005156,Voie communale,Blessé hospitalisé
201600005157,Route départementale,Blessé hospitalisé
201600005158,Route départementale,Blessé léger
201600005158,Route départementale,Blessé léger
201600005158,Route départementale,Blessé léger
201600005159,Route départementale,Blessé hospitalisé
201600005159,Route départementale,Indemne
201600005160,Route départementale,Blessé léger
201600005160,Route départementale,Indemne
201600005161,Voie communale,Blessé hospitalisé
201600005162,Route départementale,Blessé hospitalisé
201600005162,Route départementale,Indemne
201600005163,Voie communale,Indemne
201600005163,Voie communale,Blessé hospitalisé
201600005164,Route départementale,Blessé léger
201600005164,Route départementale,Blessé léger
201600005164,Route départementale,Blessé léger
201600005165,Route départementale,Blessé léger
201600005165,Route départementale,Blessé hospitalisé
201600005166,Route départementale,Blessé hospitalisé
201600005166,Route départementale,Indemne
201600005167,Route départementale,Indemne
201600005167,Route départementale,Indemne
201600005167,Route départementale,Blessé hospitalisé
201600005168,Route départementale,Blessé léger
201600005168,Route départementale,Tué
201600005168,Route départementale,Blessé hospitalisé
201600005169,Voie communale,Blessé hospitalisé
201600005170,Route départementale,Blessé hospitalisé
201600005170,Route départementale,Blessé léger
201600005171,Route départementale,Blessé hospitalisé
201600005172,Route départementale,Indemne
201600005172,Route départementale,Indemne
201600005172,Route départementale,Blessé hospitalisé
201600005172,Route départementale,Blessé léger
201600005173,Route départementale,Blessé léger
201600005174,Route départementale,Blessé hospitalisé
201600005175,Route départementale,Blessé hospitalisé
201600005176,Route départementale,Blessé léger
201600005176,Route départementale,Blessé hospitalisé
201600005176,Route départementale,Blessé léger
201600005176,Route départementale,Blessé léger
201600005176,Route départementale,Blessé léger
201600005177,Voie communale,Indemne
201600005177,Voie communale,Indemne
201600005177,Voie communale,Blessé hospitalisé
201600005177,Voie communale,Blessé hospitalisé
201600005177,Voie communale,Blessé léger
201600005177,Voie communale,Blessé léger
201600005177,Voie communale,Blessé léger
201600005177,Voie communale,Blessé léger
201600005178,Route départementale,Blessé hospitalisé
201600005178,Route départementale,Indemne
201600005179,Voie communale,Blessé hospitalisé
201600005179,Voie communale,Blessé léger
201600005179,Voie communale,Blessé léger
201600005180,Route départementale,Blessé hospitalisé
201600005181,Route départementale,Indemne
201600005181,Route départementale,Indemne
201600005181,Route départementale,Blessé léger
201600005182,Route départementale,Blessé hospitalisé
201600005182,Route départementale,Indemne
201600005183,Route départementale,Blessé léger
201600005183,Route départementale,Indemne
201600005184,Route départementale,Blessé hospitalisé
201600005184,Route départementale,Indemne
201600005185,Voie communale,Blessé hospitalisé
201600005185,Voie communale,Blessé léger
201600005186,Voie communale,Blessé léger
201600005186,Voie communale,Blessé léger
201600005187,Route départementale,Indemne
201600005187,Route départementale,Blessé hospitalisé
201600005188,Route départementale,Indemne
201600005188,Route départementale,Blessé hospitalisé
201600005189,Route départementale,Indemne
201600005189,Route départementale,Blessé hospitalisé
201600005190,Route départementale,Blessé hospitalisé
201600005191,Route départementale,Blessé léger
201600005192,Route départementale,Blessé hospitalisé
201600005193,Route départementale,Indemne
201600005193,Route départementale,Blessé hospitalisé
201600005193,Route départementale,Blessé hospitalisé
201600005193,Route départementale,Blessé léger
201600005193,Route départementale,Indemne
201600005193,Route départementale,Blessé léger
201600005194,Route départementale,Blessé hospitalisé
201600005195,Voie communale,Indemne
201600005195,Voie communale,Tué
201600005196,Route départementale,Blessé hospitalisé
201600005196,Route départementale,Blessé hospitalisé
201600005197,Route départementale,Indemne
201600005197,Route départementale,Indemne
201600005197,Route départementale,Blessé léger
201600005198,Voie communale,Blessé hospitalisé
201600005199,Route départementale,Blessé hospitalisé
201600005200,Route départementale,Blessé léger
201600005200,Route départementale,Blessé hospitalisé
201600005201,Route départementale,Indemne
201600005201,Route départementale,Blessé hospitalisé
201600005202,Route départementale,Indemne
201600005202,Route départementale,Blessé hospitalisé
201600005202,Route départementale,Blessé léger
201600005203,Route départementale,Indemne
201600005203,Route départementale,Blessé hospitalisé
201600005204,Voie communale,Indemne
201600005204,Voie communale,Blessé léger
201600005204,Voie communale,Blessé léger
201600005205,Route départementale,Blessé hospitalisé
201600005205,Route départementale,Indemne
201600005206,Route départementale,Blessé léger
201600005206,Route départementale,Blessé léger
201600005206,Route départementale,Blessé léger
201600005206,Route départementale,Blessé léger
201600005206,Route départementale,Indemne
201600005207,Voie communale,Indemne
201600005207,Voie communale,Blessé hospitalisé
201600005208,Route départementale,Indemne
201600005208,Route départementale,Blessé hospitalisé
201600005209,Voie communale,Indemne
201600005209,Voie communale,Blessé hospitalisé
201600005210,Voie communale,Indemne
201600005210,Voie communale,Blessé hospitalisé
201600005211,Route départementale,Blessé hospitalisé
201600005212,Voie communale,Indemne
201600005212,Voie communale,Blessé hospitalisé
201600005213,Route départementale,Indemne
201600005213,Route départementale,Blessé hospitalisé
201600005213,Route départementale,Blessé hospitalisé
201600005214,Voie communale,Blessé hospitalisé
201600005215,Route départementale,Indemne
201600005215,Route départementale,Blessé hospitalisé
201600005216,Route départementale,Blessé hospitalisé
201600005216,Route départementale,Blessé léger
201600005216,Route départementale,Blessé léger
201600005216,Route départementale,Blessé léger
201600005216,Route départementale,Blessé léger
201600005217,Route départementale,Blessé léger
201600005218,Route départementale,Blessé hospitalisé
201600005219,Route départementale,Blessé hospitalisé
201600005219,Route départementale,Blessé léger
201600005220,Route départementale,Blessé léger
201600005220,Route départementale,Blessé léger
201600005221,Route départementale,Blessé hospitalisé
201600005221,Route départementale,Indemne
201600005222,Route départementale,Blessé hospitalisé
201600005222,Route départementale,Blessé hospitalisé
201600005222,Route départementale,Blessé hospitalisé
201600005223,Route départementale,Blessé léger
201600005223,Route départementale,Blessé léger
201600005223,Route départementale,Blessé hospitalisé
201600005224,Route départementale,Blessé hospitalisé
201600005224,Route départementale,Blessé léger
201600005225,Voie communale,Blessé léger
201600005225,Voie communale,Blessé hospitalisé
201600005226,Route départementale,Blessé hospitalisé
201600005227,Route départementale,Blessé léger
201600005228,Route départementale,Blessé hospitalisé
201600005228,Route départementale,Blessé hospitalisé
201600005228,Route départementale,Blessé hospitalisé
