Num_Acc,lum,col,lat,long,weekday,catr,catv,catu,grav,sexe
201600003747,nuit sans éclairage public,Deux véhicules - par le côté,4348506.0,202821.0,vendredi,Route départementale,VL seul,Passager,Indemne,Féminin
201600003748,plein jour,Deux véhicules - frontale,4344620.0,194440.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003748,plein jour,Deux véhicules - frontale,4344620.0,194440.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003749,plein jour,Autre collision,4346670.0,200965.0,dimanche,Route départementale,VL seul,Passager,Tué,Féminin
201600003749,plein jour,Autre collision,4346670.0,200965.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003750,plein jour,Autre collision,0.0,0.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003750,plein jour,Autre collision,0.0,0.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003750,plein jour,Autre collision,0.0,0.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003751,nuit sans éclairage public,Sans collision,4342840.0,195084.0,jeudi,Route départementale,Scooter > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,Autre véhicule,Conducteur,Blessé léger,Masculin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,Autre véhicule,Passager,Blessé léger,Féminin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600003752,plein jour,Trois véhicules et plus - collisions multiples,4300412.0,135508.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600003753,nuit sans éclairage public,Sans collision,4301072.0,136737.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003753,nuit sans éclairage public,Sans collision,4301072.0,136737.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003753,nuit sans éclairage public,Sans collision,4301072.0,136737.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003754,crepuscule ou aube,Sans collision,4301765.0,138926.0,jeudi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600003754,crepuscule ou aube,Sans collision,4301765.0,138926.0,jeudi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003754,crepuscule ou aube,Sans collision,4301765.0,138926.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600003754,crepuscule ou aube,Sans collision,4301765.0,138926.0,jeudi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600003755,plein jour,Deux véhicules - frontale,4298803.0,155841.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003755,plein jour,Deux véhicules - frontale,4298803.0,155841.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600003755,plein jour,Deux véhicules - frontale,4298803.0,155841.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003755,plein jour,Deux véhicules - frontale,4298803.0,155841.0,samedi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600003755,plein jour,Deux véhicules - frontale,4298803.0,155841.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600003755,plein jour,Deux véhicules - frontale,4298803.0,155841.0,samedi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600003756,plein jour,Sans collision,4294641.0,156346.0,jeudi,Voie communale,Scooter < 50 cm3,Conducteur,Blessé léger,Féminin
201600003757,plein jour,Sans collision,4296386.0,154820.0,mardi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003758,plein jour,Autre collision,4299045.0,125156.0,vendredi,Voie communale,Bicyclette,Conducteur,Tué,Féminin
201600003759,plein jour,Deux véhicules - frontale,4297265.0,152210.0,samedi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003759,plein jour,Deux véhicules - frontale,4297265.0,152210.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003760,crepuscule ou aube,Deux véhicules - par le côté,4299629.0,130898.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003760,crepuscule ou aube,Deux véhicules - par le côté,4299629.0,130898.0,jeudi,Route départementale,Motocyclette > 125 cm3,Conducteur,Tué,Masculin
201600003761,nuit avec eclairage public allume,Sans collision,4294679.0,156473.0,jeudi,Route départementale,Quad lourd > 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003762,plein jour,Deux véhicules - par le côté,4296748.0,186571.0,jeudi,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003762,plein jour,Deux véhicules - par le côté,4296748.0,186571.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600003763,nuit sans éclairage public,Deux véhicules - par le côté,4294801.0,185937.0,samedi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600003763,nuit sans éclairage public,Deux véhicules - par le côté,4294801.0,185937.0,samedi,Route départementale,VU seul,Passager,Blessé hospitalisé,Féminin
201600003763,nuit sans éclairage public,Deux véhicules - par le côté,4294801.0,185937.0,samedi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600003763,nuit sans éclairage public,Deux véhicules - par le côté,4294801.0,185937.0,samedi,Route départementale,VL seul,Passager,Tué,Féminin
201600003764,plein jour,Autre collision,4299001.0,179260.0,jeudi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600003765,plein jour,Trois véhicules et plus - collisions multiples,4294238.0,185621.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003765,plein jour,Trois véhicules et plus - collisions multiples,4294238.0,185621.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003765,plein jour,Trois véhicules et plus - collisions multiples,4294238.0,185621.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003766,plein jour,Deux véhicules - par l'arrière,4293163.0,185148.0,mercredi,Route départementale,VU seul,Conducteur,Indemne,Féminin
201600003766,plein jour,Deux véhicules - par l'arrière,4293163.0,185148.0,mercredi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Féminin
201600003766,plein jour,Deux véhicules - par l'arrière,4293163.0,185148.0,mercredi,Route départementale,VU seul,Piéton,Blessé hospitalisé,Masculin
201600003767,plein jour,Autre collision,4296747.0,177178.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Conducteur,Blessé léger,Féminin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Indemne,Masculin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Indemne,Masculin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Passager,Tué,Féminin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Blessé léger,Masculin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Blessé léger,Féminin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Blessé léger,Masculin
201600003768,plein jour,Deux véhicules - frontale,4288311.0,162294.0,jeudi,Route nationale,VL seul,Piéton,Blessé léger,Masculin
201600003769,plein jour,Autre collision,4280800.0,159017.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003770,plein jour,Autre collision,4286047.0,159877.0,lundi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600003770,plein jour,Autre collision,4286047.0,159877.0,lundi,Route nationale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003771,plein jour,Autre collision,4286270.0,160510.0,dimanche,Route départementale,VL seul,Conducteur,Tué,Féminin
201600003772,nuit sans éclairage public,Sans collision,4276687.0,150216.0,mercredi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003773,plein jour,Autre collision,4290109.0,163531.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003774,nuit sans éclairage public,Sans collision,4288412.0,162360.0,samedi,Route nationale,VL seul,Conducteur,Tué,Masculin
201600003775,crepuscule ou aube,Sans collision,4284612.0,165101.0,samedi,Voie communale,Tracteur agricole,Conducteur,Tué,Masculin
201600003776,nuit sans éclairage public,Sans collision,4304532.0,164240.0,samedi,Voie communale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003777,plein jour,Deux véhicules - par le côté,4308114.0,163377.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003777,plein jour,Deux véhicules - par le côté,4308114.0,163377.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003778,crepuscule ou aube,Sans collision,4323530.0,157551.0,mercredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003778,crepuscule ou aube,Sans collision,4323530.0,157551.0,mercredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003779,plein jour,Deux véhicules - frontale,4375430.0,162756.0,mardi,Voie communale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003779,plein jour,Deux véhicules - frontale,4375430.0,162756.0,mardi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600003780,plein jour,Autre collision,4316424.0,160009.0,lundi,Autre,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003781,plein jour,Autre collision,4316895.0,160274.0,jeudi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600003781,plein jour,Autre collision,4316895.0,160274.0,jeudi,Route départementale,VU seul,Piéton,Blessé hospitalisé,Féminin
201600003781,plein jour,Autre collision,4316895.0,160274.0,jeudi,Route départementale,VU seul,Piéton,Blessé hospitalisé,Féminin
201600003781,plein jour,Autre collision,4316895.0,160274.0,jeudi,Route départementale,VU seul,Piéton,Blessé léger,Féminin
201600003781,plein jour,Autre collision,4316895.0,160274.0,jeudi,Route départementale,VU seul,Piéton,Blessé léger,Féminin
201600003782,nuit sans éclairage public,Deux véhicules - frontale,4317611.0,125352.0,mercredi,Route départementale,VL seul,Passager,Indemne,Masculin
201600003782,nuit sans éclairage public,Deux véhicules - frontale,4317611.0,125352.0,mercredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003782,nuit sans éclairage public,Deux véhicules - frontale,4317611.0,125352.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003783,crepuscule ou aube,Autre collision,4294860.0,185925.0,samedi,Route départementale,VU seul,Passager,Indemne,Masculin
201600003783,crepuscule ou aube,Autre collision,4294860.0,185925.0,samedi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600003784,nuit sans éclairage public,Autre collision,4310615.0,144028.0,mercredi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600003785,plein jour,Sans collision,4325438.0,137039.0,mercredi,Voie communale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003786,plein jour,Sans collision,4326295.0,134694.0,samedi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003787,crepuscule ou aube,Deux véhicules - par le côté,4320960.0,138266.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003787,crepuscule ou aube,Deux véhicules - par le côté,4320960.0,138266.0,jeudi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600003788,plein jour,Deux véhicules - par l'arrière,4312221.0,144149.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003788,plein jour,Deux véhicules - par l'arrière,4312221.0,144149.0,samedi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600003788,plein jour,Deux véhicules - par l'arrière,4312221.0,144149.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003789,nuit sans éclairage public,Autre collision,4324319.0,166726.0,dimanche,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003790,plein jour,Autre collision,4325139.0,167782.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003790,plein jour,Autre collision,4325139.0,167782.0,jeudi,Route départementale,VL seul,Piéton,Blessé léger,Féminin
201600003791,plein jour,Deux véhicules - par le côté,4323700.0,157000.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003791,plein jour,Deux véhicules - par le côté,4323700.0,157000.0,mercredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003792,plein jour,Deux véhicules - par le côté,4318763.0,161107.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003792,plein jour,Deux véhicules - par le côté,4318763.0,161107.0,vendredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003793,nuit sans éclairage public,Autre collision,4321178.0,165031.0,samedi,Voie communale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003794,nuit sans éclairage public,Autre collision,4320377.0,160912.0,jeudi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003795,plein jour,Sans collision,4322399.0,164250.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Tué,Masculin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Blessé hospitalisé,Féminin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Blessé léger,Féminin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Blessé léger,Masculin
201600003796,nuit sans éclairage public,Autre collision,4318010.0,161191.0,dimanche,Voie communale,VL seul,Passager,Blessé léger,Féminin
201600003797,plein jour,Autre collision,4325259.0,167563.0,vendredi,Autre,VL seul,Conducteur,Indemne,Masculin
201600003797,plein jour,Autre collision,4325259.0,167563.0,vendredi,Autre,VL seul,Piéton,Blessé hospitalisé,Féminin
201600003798,plein jour,Sans collision,4323982.0,162082.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003799,plein jour,Deux véhicules - frontale,4321401.0,160774.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600003799,plein jour,Deux véhicules - frontale,4321401.0,160774.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003800,crepuscule ou aube,Deux véhicules - frontale,4326127.0,155875.0,lundi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600003800,crepuscule ou aube,Deux véhicules - frontale,4326127.0,155875.0,lundi,Route départementale,Motocyclette > 125 cm3,Conducteur,Tué,Masculin
201600003801,nuit avec eclairage public allume,Sans collision,4225300.0,156525.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003802,nuit avec eclairage public allume,Autre collision,4295452.0,108033.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003803,plein jour,Deux véhicules - par le côté,4296785.0,116912.0,jeudi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Féminin
201600003803,plein jour,Deux véhicules - par le côté,4296785.0,116912.0,jeudi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600003804,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Voie communale,VU seul,Conducteur,Indemne,Masculin
201600003804,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Voie communale,Scooter > 50 cm3 et <= 125 cm3,Conducteur,Blessé léger,Féminin
201600003805,plein jour,Deux véhicules - par l'arrière,4299784.0,113861.0,lundi,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600003805,plein jour,Deux véhicules - par l'arrière,4299784.0,113861.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003806,plein jour,Deux véhicules - par l'arrière,4306865.0,119325.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003806,plein jour,Deux véhicules - par l'arrière,4306865.0,119325.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600003806,plein jour,Deux véhicules - par l'arrière,4306865.0,119325.0,samedi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600003806,plein jour,Deux véhicules - par l'arrière,4306865.0,119325.0,samedi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600003807,plein jour,Sans collision,4283225.0,129713.0,jeudi,Route départementale,VU seul,Conducteur,Tué,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Tué,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Tué,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003808,plein jour,Deux véhicules - par le côté,4303342.0,107756.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003809,plein jour,Autre collision,4309531.0,119863.0,jeudi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003809,plein jour,Autre collision,4309531.0,119863.0,jeudi,Route départementale,Motocyclette > 125 cm3,Passager,Blessé léger,Masculin
201600003810,plein jour,Deux véhicules - frontale,4311812.0,117143.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003810,plein jour,Deux véhicules - frontale,4311812.0,117143.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003810,plein jour,Deux véhicules - frontale,4311812.0,117143.0,lundi,Route départementale,VL seul,Passager,Blessé léger,Féminin
201600003811,nuit avec eclairage public allume,Deux véhicules - frontale,4302942.0,108534.0,lundi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003811,nuit avec eclairage public allume,Deux véhicules - frontale,4302942.0,108534.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003812,plein jour,Deux véhicules - par l'arrière,4308954.0,120802.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003812,plein jour,Deux véhicules - par l'arrière,4308954.0,120802.0,vendredi,Route départementale,Cyclomoteur,Conducteur,Blessé léger,Masculin
201600003813,plein jour,Deux véhicules - par le côté,4303621.0,99734.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003813,plein jour,Deux véhicules - par le côté,4303621.0,99734.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600003814,plein jour,Deux véhicules - par le côté,4904099.0,340378.0,mercredi,Voie communale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003814,plein jour,Deux véhicules - par le côté,4904099.0,340378.0,mercredi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600003815,plein jour,Autre collision,4905923.0,338266.0,mardi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600003815,plein jour,Autre collision,4905923.0,338266.0,mardi,Voie communale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600003816,nuit sans éclairage public,Sans collision,4905216.0,336266.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003817,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Route départementale,Cyclomoteur,Conducteur,Blessé léger,Masculin
201600003817,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003818,plein jour,Autre collision,4904455.0,340111.0,vendredi,Voie communale,VU seul,Conducteur,Indemne,Masculin
201600003818,plein jour,Autre collision,4904455.0,340111.0,vendredi,Voie communale,VU seul,Piéton,Blessé hospitalisé,Masculin
201600003819,plein jour,Deux véhicules - frontale,4440120.0,233031.0,samedi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600003819,plein jour,Deux véhicules - frontale,4440120.0,233031.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003820,plein jour,Deux véhicules - par le côté,4439180.0,268969.0,jeudi,Route nationale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003820,plein jour,Deux véhicules - par le côté,4439180.0,268969.0,jeudi,Route nationale,PL > 3.5 T + remorque,Conducteur,Blessé léger,Masculin
201600003821,plein jour,Deux véhicules - par le côté,4438020.0,245216.0,mardi,Route départementale,VL seul,Passager,Indemne,Féminin
201600003821,plein jour,Deux véhicules - par le côté,4438020.0,245216.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003821,plein jour,Deux véhicules - par le côté,4438020.0,245216.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003822,plein jour,Deux véhicules - par le côté,4428850.0,260537.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003822,plein jour,Deux véhicules - par le côté,4428850.0,260537.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003823,plein jour,Deux véhicules - par le côté,4425090.0,230780.0,jeudi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003823,plein jour,Deux véhicules - par le côté,4425090.0,230780.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003824,nuit sans éclairage public,Autre collision,4425090.0,244072.0,mardi,Voie communale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003824,nuit sans éclairage public,Autre collision,4425090.0,244072.0,mardi,Voie communale,VL seul,Passager,Blessé léger,Féminin
201600003824,nuit sans éclairage public,Autre collision,4425090.0,244072.0,mardi,Voie communale,VL seul,Passager,Blessé léger,Masculin
201600003825,plein jour,Trois véhicules et plus - collisions multiples,4441740.0,257330.0,mercredi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003825,plein jour,Trois véhicules et plus - collisions multiples,4441740.0,257330.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003825,plein jour,Trois véhicules et plus - collisions multiples,4441740.0,257330.0,mercredi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003826,nuit sans éclairage public,Sans collision,4432090.0,233681.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600003826,nuit sans éclairage public,Sans collision,4432090.0,233681.0,jeudi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003827,plein jour,Autre collision,4429612.0,257411.0,dimanche,Voie communale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600003828,nuit sans éclairage public,Autre collision,4425900.0,244133.0,samedi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600003829,crepuscule ou aube,Sans collision,4427580.0,255925.0,mardi,Voie communale,VU seul,Conducteur,Indemne,Masculin
201600003829,crepuscule ou aube,Sans collision,4427580.0,255925.0,mardi,Voie communale,VU seul,Passager,Blessé léger,Masculin
201600003830,plein jour,Deux véhicules - par le côté,4428640.0,250254.0,samedi,Route nationale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600003830,plein jour,Deux véhicules - par le côté,4428640.0,250254.0,samedi,Route nationale,Motocyclette > 125 cm3,Passager,Blessé hospitalisé,Féminin
201600003830,plein jour,Deux véhicules - par le côté,4428640.0,250254.0,samedi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600003831,plein jour,Sans collision,4411330.0,253244.0,mardi,Voie communale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600003832,nuit sans éclairage public,Autre collision,4418840.0,252930.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Passager,Blessé léger,Féminin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Passager,Indemne,Féminin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Passager,Indemne,Féminin
201600003833,plein jour,Trois véhicules et plus - collisions multiples,4428570.0,251740.0,jeudi,Route départementale,VL seul,Passager,Blessé léger,Féminin
201600003834,plein jour,Deux véhicules - frontale,4422280.0,258854.0,vendredi,Route départementale,Tracteur agricole,Conducteur,Blessé léger,Masculin
201600003834,plein jour,Deux véhicules - frontale,4422280.0,258854.0,vendredi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
