Num_Acc,catu,grav,sexe
201600005833,Passager,Blessé hospitalisé,Masculin
201600005833,Passager,Blessé hospitalisé,Masculin
201600005833,Conducteur,Blessé hospitalisé,Féminin
201600005833,Passager,Blessé hospitalisé,Féminin
201600005834,Conducteur,Blessé léger,Féminin
201600005834,Conducteur,Indemne,Masculin
201600005835,Conducteur,Indemne,Masculin
201600005835,Conducteur,Blessé léger,Masculin
201600005836,Conducteur,Indemne,Masculin
201600005836,Passager,Blessé hospitalisé,Féminin
201600005836,Conducteur,Indemne,Masculin
201600005836,Passager,Blessé léger,Féminin
201600005837,Conducteur,Blessé léger,Masculin
201600005837,Conducteur,Blessé léger,Masculin
201600005838,Conducteur,Indemne,Masculin
201600005838,Piéton,Blessé léger,Masculin
201600005839,Conducteur,Blessé hospitalisé,Féminin
201600005840,Conducteur,Blessé hospitalisé,Masculin
201600005840,Conducteur,Indemne,Masculin
201600005841,Conducteur,Indemne,Masculin
201600005841,Piéton,Blessé hospitalisé,Masculin
201600005842,Conducteur,Blessé hospitalisé,Masculin
201600005842,Conducteur,Indemne,Masculin
201600005842,Passager,Blessé hospitalisé,Féminin
201600005843,Conducteur,Tué,Masculin
201600005843,Passager,Blessé hospitalisé,Masculin
201600005844,Conducteur,Blessé hospitalisé,Féminin
201600005845,Conducteur,Blessé hospitalisé,Féminin
201600005846,Conducteur,Blessé hospitalisé,Féminin
201600005847,Conducteur,Blessé léger,Masculin
201600005848,Conducteur,Tué,Masculin
201600005848,Conducteur,Indemne,Masculin
201600005848,Passager,Indemne,Masculin
201600005848,Passager,Indemne,Masculin
201600005849,Conducteur,Blessé léger,Féminin
201600005849,Passager,Blessé léger,Féminin
201600005850,Conducteur,Blessé hospitalisé,Féminin
201600005850,Conducteur,Indemne,Masculin
201600005850,Passager,Indemne,Féminin
201600005851,Conducteur,Indemne,Masculin
201600005851,Conducteur,Blessé hospitalisé,Masculin
201600005852,Conducteur,Blessé hospitalisé,Masculin
201600005852,Conducteur,Indemne,Masculin
201600005852,Passager,Indemne,Féminin
201600005853,Conducteur,Blessé léger,Féminin
201600005854,Conducteur,Blessé hospitalisé,Masculin
201600005855,Conducteur,Blessé hospitalisé,Féminin
201600005856,Passager,Indemne,Masculin
201600005856,Conducteur,Blessé hospitalisé,Masculin
201600005856,Passager,Blessé hospitalisé,Masculin
201600005857,Conducteur,Indemne,Masculin
201600005857,Conducteur,Blessé hospitalisé,Féminin
201600005857,Passager,Blessé hospitalisé,Féminin
201600005858,Conducteur,Indemne,Masculin
201600005858,Conducteur,Blessé léger,Féminin
201600005859,Conducteur,Blessé hospitalisé,Féminin
201600005860,Conducteur,Indemne,Masculin
201600005860,Conducteur,Blessé hospitalisé,Masculin
201600005861,Conducteur,Blessé hospitalisé,Masculin
201600005862,Conducteur,Blessé hospitalisé,Masculin
201600005862,Conducteur,Indemne,Masculin
201600005863,Passager,Indemne,Masculin
201600005863,Conducteur,Blessé hospitalisé,Féminin
201600005864,Conducteur,Tué,Masculin
201600005865,Conducteur,Indemne,Masculin
201600005865,Conducteur,Indemne,Masculin
201600005865,Passager,Blessé hospitalisé,Féminin
201600005866,Conducteur,Blessé hospitalisé,Masculin
201600005866,Conducteur,Indemne,Masculin
201600005866,Passager,Indemne,Masculin
201600005866,Passager,Blessé hospitalisé,Féminin
201600005866,Passager,Blessé hospitalisé,Masculin
201600005866,Passager,Blessé léger,Masculin
201600005867,Conducteur,Indemne,Masculin
201600005867,Conducteur,Blessé léger,Masculin
201600005868,Passager,Blessé hospitalisé,Masculin
201600005868,Conducteur,Blessé léger,Féminin
201600005868,Conducteur,Blessé léger,Masculin
201600005869,Conducteur,Indemne,Masculin
201600005869,Passager,Blessé léger,Féminin
201600005870,Conducteur,Blessé hospitalisé,Masculin
201600005870,Conducteur,Indemne,Féminin
201600005871,Conducteur,Blessé hospitalisé,Masculin
201600005872,Conducteur,Indemne,Masculin
201600005872,Conducteur,Blessé hospitalisé,Masculin
201600005873,Conducteur,Tué,Masculin
201600005873,Conducteur,Indemne,Féminin
201600005873,Passager,Indemne,Masculin
201600005873,Passager,Indemne,Féminin
201600005874,Conducteur,Indemne,Masculin
201600005874,Conducteur,Blessé hospitalisé,Masculin
201600005875,Conducteur,Blessé hospitalisé,Féminin
201600005875,Conducteur,Blessé hospitalisé,Féminin
201600005875,Passager,Blessé hospitalisé,Féminin
201600005875,Passager,Blessé hospitalisé,Masculin
201600005876,Conducteur,Indemne,Masculin
201600005876,Passager,Blessé hospitalisé,Féminin
201600005877,Conducteur,Blessé hospitalisé,Masculin
201600005877,Conducteur,Indemne,Masculin
201600005877,Passager,Indemne,Masculin
201600005878,Conducteur,Blessé léger,Masculin
201600005879,Conducteur,Blessé hospitalisé,Masculin
201600005880,Conducteur,Indemne,Féminin
201600005880,Piéton,Blessé hospitalisé,Masculin
201600005881,Conducteur,Blessé hospitalisé,Féminin
201600005881,Conducteur,Indemne,Masculin
201600005882,Conducteur,Indemne,Masculin
201600005882,Conducteur,Blessé hospitalisé,Masculin
201600005883,Conducteur,Tué,Masculin
201600005884,Conducteur,Blessé hospitalisé,Féminin
201600005884,Conducteur,Blessé hospitalisé,Masculin
201600005884,Passager,Blessé hospitalisé,Masculin
201600005885,Conducteur,Blessé hospitalisé,Masculin
201600005885,Conducteur,Indemne,Masculin
201600005886,Conducteur,Blessé hospitalisé,Masculin
201600005887,Conducteur,Indemne,Masculin
201600005887,Conducteur,Indemne,Masculin
201600005887,Passager,Blessé hospitalisé,Féminin
201600005887,Passager,Blessé léger,Féminin
201600005888,Conducteur,Blessé léger,Féminin
201600005888,Passager,Blessé léger,Masculin
201600005889,Conducteur,Indemne,Masculin
201600005889,Passager,Indemne,Féminin
201600005889,Conducteur,Indemne,Masculin
201600005889,Passager,Indemne,Masculin
201600005889,Passager,Blessé hospitalisé,Féminin
201600005890,Conducteur,Indemne,Masculin
201600005890,Passager,Blessé hospitalisé,Masculin
201600005891,Conducteur,Blessé hospitalisé,Masculin
201600005892,Conducteur,Blessé hospitalisé,Masculin
201600005893,Conducteur,Blessé hospitalisé,Féminin
201600005893,Conducteur,Indemne,Masculin
201600005893,Passager,Indemne,Féminin
201600005893,Conducteur,Blessé hospitalisé,Masculin
201600005894,Conducteur,Blessé hospitalisé,Féminin
201600005894,Conducteur,Indemne,Masculin
201600005895,Conducteur,Blessé hospitalisé,Féminin
201600005896,Conducteur,Blessé hospitalisé,Masculin
201600005896,Passager,Blessé hospitalisé,Féminin
201600005897,Conducteur,Indemne,Masculin
201600005897,Passager,Indemne,Féminin
201600005897,Passager,Blessé hospitalisé,Féminin
201600005897,Passager,Blessé léger,Masculin
201600005898,Conducteur,Blessé hospitalisé,Masculin
201600005899,Conducteur,Blessé léger,Féminin
201600005900,Conducteur,Indemne,Féminin
201600005900,Conducteur,Blessé léger,Féminin
201600005901,Conducteur,Blessé hospitalisé,Féminin
201600005901,Passager,Blessé hospitalisé,Féminin
201600005902,Conducteur,Indemne,Masculin
201600005902,Passager,Indemne,Masculin
201600005902,Passager,Blessé hospitalisé,Féminin
201600005902,Conducteur,Blessé hospitalisé,Masculin
201600005903,Passager,Indemne,Féminin
201600005903,Conducteur,Blessé hospitalisé,Masculin
201600005904,Conducteur,Tué,Masculin
201600005904,Conducteur,Blessé léger,Féminin
201600005905,Conducteur,Blessé hospitalisé,Masculin
201600005905,Passager,Blessé hospitalisé,Masculin
201600005905,Conducteur,Blessé léger,Féminin
201600005906,Conducteur,Indemne,Masculin
201600005906,Passager,Blessé léger,Féminin
201600005907,Conducteur,Blessé léger,Masculin
201600005908,Conducteur,Blessé hospitalisé,Masculin
201600005908,Passager,Tué,Féminin
201600005908,Conducteur,Blessé hospitalisé,Masculin
201600005909,Conducteur,Blessé hospitalisé,Masculin
201600005910,Conducteur,Blessé hospitalisé,Masculin
201600005911,Conducteur,Blessé hospitalisé,Masculin
201600005911,Conducteur,Indemne,Féminin
201600005912,Conducteur,Blessé hospitalisé,Masculin
201600005913,Conducteur,Blessé hospitalisé,Masculin
201600005913,Conducteur,Blessé léger,Masculin
201600005913,Passager,Blessé léger,Féminin
201600005913,Passager,Blessé léger,Féminin
201600005914,Conducteur,Tué,Masculin
201600005914,Conducteur,Indemne,Masculin
201600005915,Conducteur,Tué,Masculin
201600005915,Conducteur,Indemne,Féminin
201600005916,Conducteur,Indemne,Masculin
201600005916,Passager,Indemne,Masculin
201600005916,Piéton,Blessé hospitalisé,Masculin
201600005917,Conducteur,Indemne,Masculin
201600005917,Passager,Blessé hospitalisé,Féminin
201600005918,Conducteur,Blessé hospitalisé,Masculin
201600005918,Conducteur,Indemne,Masculin
201600005918,Passager,Indemne,Féminin
201600005919,Conducteur,Blessé hospitalisé,Masculin
201600005920,Conducteur,Blessé hospitalisé,Masculin
201600005920,Conducteur,Indemne,Masculin
201600005921,Conducteur,Blessé hospitalisé,Masculin
201600005922,Passager,Blessé hospitalisé,Masculin
201600005922,Conducteur,Blessé léger,Masculin
201600005923,Conducteur,Indemne,Féminin
201600005923,Piéton,Blessé hospitalisé,Masculin
201600005924,Conducteur,Blessé hospitalisé,Masculin
201600005924,Conducteur,Indemne,Masculin
201600005925,Passager,Blessé hospitalisé,Féminin
201600005925,Conducteur,Blessé léger,Masculin
201600005925,Conducteur,Indemne,Masculin
201600005926,Conducteur,Indemne,Masculin
201600005926,Passager,Blessé hospitalisé,Féminin
201600005926,Conducteur,Indemne,Masculin
201600005927,Conducteur,Blessé hospitalisé,Féminin
201600005928,Conducteur,Blessé hospitalisé,Masculin
201600005929,Conducteur,Blessé hospitalisé,Féminin
201600005930,Conducteur,Blessé hospitalisé,Masculin
201600005931,Conducteur,Blessé léger,Féminin
201600005932,Conducteur,Indemne,Féminin
201600005932,Conducteur,Blessé hospitalisé,Féminin
201600005933,Conducteur,Indemne,Féminin
201600005933,Passager,Indemne,Masculin
201600005933,Passager,Indemne,Féminin
201600005933,Conducteur,Blessé léger,Masculin
201600005933,Passager,Blessé léger,Féminin
201600005933,Conducteur,Blessé hospitalisé,Masculin
201600005934,Conducteur,Blessé léger,Féminin
201600005935,Conducteur,Blessé hospitalisé,Masculin
201600005936,Conducteur,Indemne,Masculin
201600005936,Conducteur,Blessé hospitalisé,Masculin
201600005936,Passager,Blessé hospitalisé,Féminin
201600005936,Passager,Blessé hospitalisé,Féminin
201600005936,Passager,Blessé hospitalisé,Féminin
201600005936,Conducteur,Indemne,Féminin
201600005936,Passager,Indemne,Masculin
201600005936,Passager,Indemne,Masculin
201600005936,Passager,Indemne,Masculin
201600005937,Conducteur,Indemne,Féminin
201600005937,Passager,Indemne,Féminin
201600005937,Conducteur,Blessé hospitalisé,Masculin
201600005938,Conducteur,Indemne,Masculin
201600005938,Passager,Blessé hospitalisé,Masculin
201600005939,Conducteur,Blessé hospitalisé,Féminin
201600005940,Passager,Indemne,Féminin
201600005940,Conducteur,Blessé hospitalisé,Féminin
201600005940,Passager,Blessé léger,Féminin
201600005941,Conducteur,Indemne,Masculin
201600005941,Conducteur,Indemne,Masculin
201600005941,Passager,Indemne,Masculin
201600005941,Conducteur,Blessé hospitalisé,Masculin
201600005942,Conducteur,Indemne,Masculin
201600005942,Conducteur,Tué,Masculin
201600005943,Conducteur,Blessé hospitalisé,Masculin
201600005943,Passager,Blessé léger,Féminin
201600005943,Conducteur,Indemne,Masculin
201600005944,Passager,Indemne,Masculin
201600005944,Passager,Blessé hospitalisé,Masculin
201600005944,Conducteur,Blessé léger,Masculin
201600005945,Conducteur,Blessé léger,Féminin
201600005946,Conducteur,Indemne,Féminin
201600005946,Conducteur,Blessé hospitalisé,Masculin
201600005947,Conducteur,Indemne,Féminin
201600005947,Passager,Indemne,Masculin
201600005947,Passager,Indemne,Masculin
201600005947,Passager,Indemne,Masculin
201600005947,Conducteur,Blessé hospitalisé,Masculin
201600005948,Conducteur,Tué,Masculin
201600005949,Conducteur,Indemne,Masculin
201600005949,Conducteur,Blessé hospitalisé,Masculin
201600005949,Conducteur,Indemne,Masculin
201600005950,Conducteur,Tué,Masculin
201600005951,Conducteur,Indemne,Masculin
201600005951,Passager,Indemne,Féminin
201600005951,Conducteur,Blessé hospitalisé,Masculin
201600005951,Passager,Blessé léger,Féminin
201600005952,Conducteur,Blessé hospitalisé,Masculin
201600005952,Conducteur,Indemne,Masculin
201600005953,Conducteur,Indemne,Féminin
201600005953,Conducteur,Blessé hospitalisé,Masculin
201600005954,Conducteur,Blessé hospitalisé,Masculin
201600005955,Conducteur,Blessé hospitalisé,Masculin
201600005955,Conducteur,Indemne,Masculin
201600005956,Conducteur,Blessé hospitalisé,Masculin
201600005956,Conducteur,Indemne,Masculin
201600005957,Conducteur,Indemne,Masculin
201600005957,Passager,Blessé hospitalisé,Féminin
201600005957,Conducteur,Blessé léger,Masculin
201600005958,Conducteur,Blessé hospitalisé,Féminin
201600005959,Conducteur,Indemne,Masculin
201600005959,Conducteur,Blessé hospitalisé,Féminin
201600005960,Conducteur,Indemne,Masculin
201600005960,Conducteur,Tué,Masculin
201600005961,Conducteur,Indemne,Masculin
201600005961,Passager,Blessé hospitalisé,Féminin
201600005961,Passager,Blessé léger,Masculin
201600005961,Conducteur,Blessé hospitalisé,Masculin
201600005962,Conducteur,Blessé hospitalisé,Masculin
201600005963,Conducteur,Indemne,Masculin
201600005963,Passager,Blessé léger,Féminin
201600005963,Passager,Blessé léger,Masculin
201600005963,Passager,Blessé léger,Féminin
201600005963,Conducteur,Indemne,Masculin
201600005964,Conducteur,Blessé hospitalisé,Masculin
201600005965,Conducteur,Tué,Féminin
201600005965,Conducteur,Indemne,Masculin
201600005965,Passager,Indemne,Féminin
201600005965,Passager,Indemne,Masculin
201600005966,Conducteur,Indemne,Masculin
201600005966,Piéton,Tué,Féminin
201600005967,Conducteur,Blessé hospitalisé,Masculin
201600005967,Passager,Blessé léger,Féminin
201600005967,Conducteur,Indemne,Féminin
201600005967,Passager,Indemne,Masculin
201600005968,Conducteur,Indemne,Masculin
201600005968,Passager,Blessé hospitalisé,Masculin
201600005968,Conducteur,Indemne,Féminin
201600005969,Conducteur,Blessé hospitalisé,Masculin
201600005970,Conducteur,Blessé léger,Féminin
201600005971,Conducteur,Blessé hospitalisé,Féminin
201600005972,Passager,Blessé hospitalisé,Féminin
201600005972,Conducteur,Blessé léger,Féminin
201600005972,Passager,Indemne,Féminin
201600005972,Conducteur,Blessé léger,Masculin
201600005972,Conducteur,Blessé hospitalisé,Masculin
201600005973,Conducteur,Indemne,Masculin
201600005973,Conducteur,Blessé hospitalisé,Féminin
201600005973,Passager,Blessé hospitalisé,Masculin
201600005974,Conducteur,Blessé hospitalisé,Masculin
201600005974,Passager,Blessé hospitalisé,Féminin
201600005974,Conducteur,Indemne,Masculin
201600005974,Passager,Indemne,Féminin
201600005974,Passager,Blessé léger,Féminin
201600005975,Conducteur,Indemne,Féminin
201600005975,Passager,Indemne,Féminin
201600005975,Conducteur,Blessé hospitalisé,Masculin
201600005976,Conducteur,Blessé hospitalisé,Masculin
201600005977,Conducteur,Blessé hospitalisé,Masculin
201600005977,Conducteur,Blessé léger,Masculin
201600005978,Passager,Indemne,Masculin
201600005978,Conducteur,Blessé hospitalisé,Masculin
201600005979,Conducteur,Indemne,Masculin
201600005979,Conducteur,Blessé hospitalisé,Masculin
201600005979,Passager,Blessé hospitalisé,Masculin
201600005980,Conducteur,Blessé léger,Masculin
201600005980,Conducteur,Blessé hospitalisé,Masculin
201600005980,Conducteur,Blessé léger,Féminin
201600005980,Passager,Blessé léger,Féminin
201600005980,Passager,Blessé léger,Féminin
201600005981,Conducteur,Blessé hospitalisé,Masculin
201600005982,Conducteur,Blessé hospitalisé,Masculin
201600005982,Passager,Blessé hospitalisé,Féminin
201600005982,Passager,Tué,Masculin
201600005982,Conducteur,Blessé hospitalisé,Masculin
201600005983,Conducteur,Blessé hospitalisé,Masculin
201600005984,Conducteur,Indemne,Masculin
201600005984,Passager,Indemne,Féminin
201600005984,Conducteur,Blessé hospitalisé,Masculin
201600005985,Conducteur,Blessé hospitalisé,Masculin
201600005986,Conducteur,Blessé hospitalisé,Masculin
201600005987,Piéton,Tué,Féminin
201600005987,Conducteur,Blessé hospitalisé,Masculin
201600005987,Conducteur,Indemne,Féminin
201600005988,Conducteur,Blessé léger,Masculin
201600005988,Conducteur,Indemne,Masculin
201600005989,Conducteur,Blessé hospitalisé,Masculin
201600005990,Conducteur,Indemne,Féminin
201600005990,Passager,Indemne,Masculin
201600005990,Conducteur,Blessé hospitalisé,Masculin
201600005991,Conducteur,Indemne,Masculin
201600005991,Conducteur,Blessé hospitalisé,Masculin
201600005992,Conducteur,Blessé hospitalisé,Féminin
201600005993,Conducteur,Indemne,Féminin
201600005993,Piéton,Tué,Masculin
201600005994,Conducteur,Indemne,Féminin
201600005994,Piéton,Blessé hospitalisé,Féminin
201600005995,Conducteur,Blessé léger,Féminin
201600005995,Passager,Blessé léger,Féminin
201600005995,Conducteur,Blessé hospitalisé,Masculin
201600005996,Piéton,Blessé hospitalisé,Féminin
201600005997,Conducteur,Indemne,Féminin
201600005997,Piéton,Blessé hospitalisé,Féminin
201600005998,Passager,Indemne,Masculin
201600005998,Conducteur,Blessé hospitalisé,Masculin
201600005998,Conducteur,Indemne,Masculin
201600005999,Conducteur,Tué,Masculin
201600005999,Conducteur,Indemne,Masculin
201600006000,Conducteur,Indemne,Féminin
201600006000,Conducteur,Blessé hospitalisé,Masculin
201600006001,Conducteur,Indemne,Masculin
201600006001,Piéton,Blessé hospitalisé,Masculin
201600006002,Conducteur,Indemne,Masculin
201600006002,Piéton,Blessé hospitalisé,Masculin
201600006003,Conducteur,Indemne,Féminin
201600006003,Piéton,Tué,Féminin
201600006004,Conducteur,Blessé léger,Féminin
201600006004,Conducteur,Blessé hospitalisé,Masculin
201600006005,Conducteur,Indemne,Féminin
201600006005,Conducteur,Blessé hospitalisé,Masculin
201600006006,Conducteur,Blessé hospitalisé,Masculin
201600006006,Conducteur,Indemne,Masculin
201600006006,Passager,Indemne,Masculin
201600006007,Conducteur,Blessé hospitalisé,Féminin
201600006008,Conducteur,Blessé hospitalisé,Masculin
201600006008,Conducteur,Indemne,Masculin
201600006009,Conducteur,Indemne,Féminin
201600006009,Conducteur,Indemne,Masculin
201600006009,Passager,Blessé hospitalisé,Féminin
201600006010,Conducteur,Indemne,Masculin
201600006010,Piéton,Blessé hospitalisé,Féminin
201600006011,Conducteur,Indemne,Féminin
201600006011,Piéton,Blessé hospitalisé,Féminin
201600006012,Conducteur,Indemne,Masculin
201600006012,Piéton,Blessé hospitalisé,Masculin
201600006013,Conducteur,Indemne,Féminin
201600006013,Piéton,Blessé hospitalisé,Masculin
201600006013,Conducteur,Indemne,Féminin
201600006014,Conducteur,Blessé hospitalisé,Masculin
201600006014,Conducteur,Indemne,Masculin
201600006015,Conducteur,Indemne,Masculin
201600006015,Piéton,Blessé hospitalisé,Féminin
201600006016,Conducteur,Indemne,Masculin
201600006016,Passager,Indemne,Masculin
201600006016,Conducteur,Blessé hospitalisé,Féminin
201600006017,Conducteur,Indemne,Féminin
201600006017,Piéton,Blessé léger,Masculin
201600006018,Conducteur,Blessé hospitalisé,Masculin
201600006018,Conducteur,Blessé hospitalisé,Masculin
201600006019,Conducteur,Indemne,Masculin
201600006019,Piéton,Blessé hospitalisé,Féminin
201600006020,Conducteur,Blessé hospitalisé,Féminin
201600006020,Conducteur,Indemne,Masculin
201600006021,Conducteur,Blessé hospitalisé,Masculin
201600006021,Conducteur,Indemne,Masculin
201600006022,Conducteur,Indemne,Masculin
201600006022,Conducteur,Blessé léger,Masculin
201600006022,Conducteur,Blessé léger,Masculin
201600006023,Conducteur,Blessé hospitalisé,Masculin
201600006023,Conducteur,Indemne,Féminin
201600006023,Conducteur,Indemne,Féminin
201600006024,Conducteur,Indemne,Masculin
201600006024,Conducteur,Blessé hospitalisé,Masculin
201600006025,Conducteur,Blessé hospitalisé,Masculin
201600006025,Conducteur,Blessé hospitalisé,Masculin
201600006026,Conducteur,Blessé hospitalisé,Féminin
201600006027,Conducteur,Blessé hospitalisé,Féminin
201600006027,Conducteur,Indemne,Masculin
201600006028,Conducteur,Indemne,Masculin
201600006028,Conducteur,Blessé hospitalisé,Masculin
201600006029,Conducteur,Indemne,Féminin
201600006029,Conducteur,Blessé hospitalisé,Masculin
201600006030,Conducteur,Indemne,Masculin
201600006030,Conducteur,Blessé léger,Féminin
201600006031,Conducteur,Blessé hospitalisé,Féminin
201600006032,Conducteur,Indemne,Féminin
201600006032,Piéton,Blessé hospitalisé,Masculin
201600006033,Conducteur,Indemne,Masculin
201600006033,Passager,Blessé hospitalisé,Féminin
201600006033,Conducteur,Indemne,Masculin
201600006033,Passager,Indemne,Féminin
201600006034,Conducteur,Blessé hospitalisé,Féminin
201600006034,Conducteur,Indemne,Féminin
201600006035,Conducteur,Blessé léger,Féminin
201600006036,Conducteur,Indemne,Masculin
201600006036,Conducteur,Tué,Masculin
201600006037,Passager,Blessé hospitalisé,Féminin
201600006037,Conducteur,Blessé léger,Féminin
201600006037,Passager,Blessé léger,Masculin
201600006037,Passager,Blessé léger,Masculin
201600006038,Conducteur,Tué,Masculin
201600006038,Conducteur,Indemne,Masculin
201600006039,Conducteur,Indemne,Masculin
201600006039,Passager,Indemne,Masculin
201600006039,Conducteur,Blessé léger,Masculin
201600006040,Conducteur,Blessé léger,Masculin
201600006040,Conducteur,Indemne,Masculin
201600006041,Conducteur,Blessé hospitalisé,Masculin
201600006041,Conducteur,Indemne,Masculin
201600006042,Conducteur,Indemne,Masculin
201600006042,Piéton,Blessé hospitalisé,Masculin
201600006043,Conducteur,Blessé léger,Féminin
201600006043,Conducteur,Blessé léger,Féminin
201600006044,Passager,Indemne,Masculin
201600006044,Conducteur,Blessé léger,Féminin
201600006044,Passager,Blessé léger,Masculin
201600006045,Conducteur,Blessé léger,Féminin
201600006045,Conducteur,Indemne,Masculin
201600006046,Conducteur,Blessé hospitalisé,Masculin
201600006046,Conducteur,Indemne,Masculin
201600006047,Conducteur,Indemne,Féminin
201600006047,Piéton,Blessé hospitalisé,Féminin
201600006048,Conducteur,Blessé hospitalisé,Masculin
201600006048,Conducteur,Blessé hospitalisé,Féminin
201600006049,Conducteur,Blessé hospitalisé,Masculin
201600006049,Passager,Blessé léger,Féminin
201600006050,Conducteur,Indemne,Féminin
201600006050,Piéton,Tué,Masculin
201600006051,Conducteur,Indemne,Féminin
201600006051,Piéton,Blessé hospitalisé,Féminin
201600006052,Conducteur,Indemne,Féminin
201600006052,Piéton,Blessé léger,Masculin
201600006053,Conducteur,Blessé hospitalisé,Masculin
201600006053,Passager,Indemne,Masculin
201600006053,Passager,Blessé hospitalisé,Féminin
201600006053,Conducteur,Blessé léger,Masculin
201600006054,Conducteur,Indemne,Féminin
201600006054,Piéton,Blessé hospitalisé,Masculin
201600006055,Conducteur,Indemne,Masculin
201600006055,Conducteur,Indemne,Masculin
201600006055,Passager,Blessé hospitalisé,Féminin
201600006056,Conducteur,Blessé hospitalisé,Masculin
201600006057,Conducteur,Indemne,Masculin
201600006057,Piéton,Blessé hospitalisé,Masculin
201600006058,Conducteur,Blessé hospitalisé,Masculin
201600006058,Conducteur,Blessé hospitalisé,Féminin
201600006059,Conducteur,Blessé hospitalisé,Masculin
201600006060,Conducteur,Indemne,Masculin
201600006060,Conducteur,Blessé léger,Masculin
201600006061,Conducteur,Tué,Féminin
201600006062,Conducteur,Blessé léger,Masculin
201600006062,Conducteur,Indemne,Masculin
201600006063,Conducteur,Blessé hospitalisé,Féminin
201600006063,Conducteur,Indemne,Féminin
201600006064,Conducteur,Blessé léger,Masculin
201600006064,Passager,Blessé léger,Féminin
201600006064,Passager,Blessé léger,Féminin
201600006064,Conducteur,Blessé hospitalisé,Masculin
201600006064,Conducteur,Blessé léger,Masculin
201600006064,Passager,Blessé léger,Féminin
201600006064,Passager,Blessé léger,Féminin
201600006065,Passager,Blessé hospitalisé,Féminin
201600006065,Conducteur,Blessé léger,Féminin
201600006066,Conducteur,Indemne,Masculin
201600006066,Passager,Indemne,Masculin
201600006066,Passager,Tué,Masculin
201600006066,Passager,Blessé hospitalisé,Masculin
201600006067,Conducteur,Indemne,Masculin
201600006067,Passager,Indemne,Masculin
201600006067,Passager,Indemne,Masculin
201600006067,Passager,Indemne,Féminin
201600006067,Conducteur,Blessé léger,Féminin
201600006068,Conducteur,Indemne,Masculin
201600006068,Conducteur,Blessé hospitalisé,Masculin
201600006069,Conducteur,Indemne,Féminin
201600006069,Piéton,Blessé léger,Féminin
201600006070,Conducteur,Blessé léger,Masculin
201600006070,Conducteur,Blessé hospitalisé,Masculin
201600006070,Conducteur,Blessé léger,Masculin
201600006071,Conducteur,Tué,Masculin
201600006072,Conducteur,Indemne,Masculin
201600006072,Piéton,Tué,Féminin
201600006073,Conducteur,Tué,Féminin
201600006073,Conducteur,Blessé hospitalisé,Féminin
201600006074,Conducteur,Indemne,Masculin
201600006074,Passager,Tué,Masculin
201600006075,Conducteur,Blessé hospitalisé,Masculin
201600006075,Passager,Blessé hospitalisé,Masculin
201600006075,Conducteur,Indemne,Féminin
201600006076,Conducteur,Blessé hospitalisé,Féminin
201600006076,Passager,Blessé léger,Féminin
201600006077,Conducteur,Blessé hospitalisé,Féminin
201600006078,Conducteur,Indemne,Masculin
201600006078,Piéton,Blessé hospitalisé,Masculin
201600006079,Conducteur,Indemne,Masculin
201600006079,Conducteur,Indemne,Masculin
201600006079,Passager,Blessé léger,Féminin
201600006080,Conducteur,Indemne,Masculin
201600006080,Piéton,Blessé hospitalisé,Féminin
201600006081,Conducteur,Indemne,Masculin
201600006081,Piéton,Blessé hospitalisé,Masculin
201600006082,Conducteur,Indemne,Masculin
201600006082,Piéton,Blessé léger,Féminin
201600006083,Conducteur,Blessé hospitalisé,Féminin
201600006083,Conducteur,Blessé hospitalisé,Féminin
201600006084,Conducteur,Indemne,Masculin
201600006084,Conducteur,Blessé hospitalisé,Masculin
201600006085,Conducteur,Blessé hospitalisé,Masculin
201600006086,Conducteur,Blessé hospitalisé,Masculin
201600006087,Conducteur,Indemne,Masculin
201600006087,Conducteur,Blessé hospitalisé,Masculin
201600006087,Passager,Blessé hospitalisé,Féminin
201600006088,Conducteur,Indemne,Féminin
201600006088,Conducteur,Blessé léger,Masculin
201600006089,Conducteur,Indemne,Masculin
201600006089,Passager,Blessé hospitalisé,Masculin
201600006089,Conducteur,Indemne,Masculin
201600006090,Conducteur,Blessé hospitalisé,Masculin
201600006091,Passager,Indemne,Féminin
201600006091,Passager,Indemne,Féminin
201600006091,Conducteur,Blessé hospitalisé,Masculin
201600006092,Conducteur,Blessé hospitalisé,Masculin
201600006093,Conducteur,Blessé hospitalisé,Masculin
201600006093,Passager,Blessé léger,Féminin
201600006093,Conducteur,Blessé léger,Masculin
201600006094,Conducteur,Indemne,Féminin
201600006094,Passager,Indemne,Masculin
201600006094,Passager,Indemne,Féminin
201600006094,Passager,Indemne,Masculin
201600006094,Passager,Blessé hospitalisé,Féminin
201600006095,Conducteur,Blessé hospitalisé,Masculin
201600006096,Conducteur,Blessé hospitalisé,Masculin
201600006097,Conducteur,Indemne,Masculin
201600006097,Passager,Indemne,Masculin
201600006097,Passager,Blessé hospitalisé,Masculin
201600006098,Conducteur,Blessé hospitalisé,Féminin
201600006099,Conducteur,Blessé hospitalisé,Masculin
201600006100,Conducteur,Blessé hospitalisé,Féminin
201600006101,Conducteur,Indemne,Masculin
201600006101,Piéton,Tué,Féminin
201600006102,Conducteur,Blessé léger,Masculin
201600006102,Conducteur,Blessé hospitalisé,Masculin
201600006103,Conducteur,Blessé hospitalisé,Féminin
201600006103,Conducteur,Blessé hospitalisé,Masculin
201600006104,Conducteur,Indemne,Masculin
